identifier_id,actor_id,identifier_type,identifier_value,source_id,first_seen,last_seen,confidence,status,observation_id
IDENT_001441,ACT_0021,handle,StormLedger,SRC_005699,2026-09-14T00:00:00Z,2026-09-01T00:00:00Z,0.26,duplicate_observation,OBS_007936
IDENT_001442,ACT_0023,handle,NullEcho,SRC_001791,2026-11-08T00:00:00Z,2026-09-01T00:00:00Z,0.26,duplicate_observation,
IDENT_001443,ACT_0009,handle,CrimsonReaper,SRC_003688,2026-10-03T00:00:00Z,2026-09-01T00:00:00Z,0.67,duplicate_observation,
IDENT_001444,ACT_0006,handle,RogueRoot,SRC_002347,2025-09-05T08:56:39Z,2025-12-17T08:56:39Z,0.34,duplicate_observation,OBS_007435
IDENT_001445,ACT_0023,handle,SilverPulse,SRC_003924,2026-10-13T00:00:00Z,2026-09-01T00:00:00Z,0.15,duplicate_observation,
IDENT_001446,ACT_0026,handle,RuneCrow,SRC_002184,2025-09-22T18:43:51Z,2026-02-28T18:43:51Z,0.23,duplicate_observation,OBS_012560
IDENT_001447,ACT_0034,handle,ObsidianMoth89,SRC_002915,2026-10-15T00:00:00Z,2026-09-01T00:00:00Z,0.49,duplicate_observation,
IDENT_001448,ACT_0056,handle,NightCrow,SRC_003086,2025-03-30T10:20:14Z,2026-01-14T10:20:14Z,0.29,duplicate_observation,OBS_006028
IDENT_001449,ACT_0002,handle,ShadowDrift,SRC_003228,2025-01-18T10:13:48Z,2025-03-08T10:13:48Z,0.16,duplicate_observation,
IDENT_001450,ACT_0044,handle,NightSentinel32,SRC_005094,2026-03-24T18:00:37Z,2026-08-02T18:00:37Z,0.38,duplicate_observation,OBS_009262
IDENT_001451,ACT_0032,handle,VoidHollow,SRC_002272,2026-08-17T17:55:46Z,2026-09-01T00:00:00Z,0.51,duplicate_observation,OBS_014391
IDENT_001452,ACT_0040,handle,FrostWolf,SRC_000290,2025-05-28T18:08:11Z,2025-11-29T18:08:11Z,0.57,duplicate_observation,OBS_004035
IDENT_001453,ACT_0010,handle,SilentFox,SRC_005251,2026-06-05T20:43:57Z,2026-09-01T00:00:00Z,0.21,duplicate_observation,OBS_003316
IDENT_001454,ACT_0054,handle,UmbraHollow,SRC_000009,2026-02-05T15:36:14Z,2026-05-13T15:36:14Z,0.29,duplicate_observation,OBS_014198
IDENT_001455,ACT_0017,handle,BlackCipher,SRC_002064,2026-08-28T11:28:43Z,2026-09-01T00:00:00Z,0.52,duplicate_observation,
IDENT_001456,ACT_0060,handle,CipherEcho,SRC_000887,2026-04-06T22:48:45Z,2026-09-01T00:00:00Z,0.16,duplicate_observation,OBS_012472
IDENT_001457,ACT_0053,handle,OnyxFang,SRC_003661,2025-03-09T21:22:52Z,2026-03-25T21:22:52Z,0.39,duplicate_observation,OBS_001305
IDENT_001458,ACT_0032,handle,RuneEcho,SRC_004506,2025-08-07T17:55:46Z,2026-08-02T17:55:46Z,0.17,duplicate_observation,OBS_010387
IDENT_001459,ACT_0053,handle,OnyxFang,SRC_003571,2025-03-05T21:22:52Z,2026-03-09T21:22:52Z,0.28,duplicate_observation,
IDENT_001460,ACT_0009,handle,WraithHex25,SRC_004670,2026-10-03T00:00:00Z,2026-09-01T00:00:00Z,0.42,duplicate_observation,
IDENT_001461,ACT_0009,handle,CrimsonReaper,SRC_003642,2026-10-13T00:00:00Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,OBS_001614
IDENT_001462,ACT_0054,handle,UmbraHollow,SRC_004723,2026-02-10T15:36:14Z,2026-05-10T15:36:14Z,0.67,duplicate_observation,OBS_000950
IDENT_001463,ACT_0040,handle,ChromeShade,SRC_004137,2026-10-12T00:00:00Z,2026-09-01T00:00:00Z,0.37,duplicate_observation,
IDENT_001464,ACT_0034,handle,ObsidianMoth89,SRC_003332,2026-10-18T00:00:00Z,2026-09-01T00:00:00Z,0.46,duplicate_observation,OBS_003636
IDENT_001465,ACT_0046,handle,ObsidianFalcon,SRC_002195,2025-09-24T14:13:34Z,2026-02-04T14:13:34Z,0.7,duplicate_observation,
IDENT_001466,ACT_0035,handle,RogueLedger,SRC_003611,2025-07-04T22:04:42Z,2026-09-01T00:00:00Z,0.29,duplicate_observation,OBS_008238
IDENT_001467,ACT_0045,handle,UmbraMarrow,SRC_005581,2025-05-14T07:17:31Z,2025-11-20T07:17:31Z,0.47,duplicate_observation,
IDENT_001468,ACT_0050,handle,GhostCrow,SRC_004977,2026-11-12T00:00:00Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,
IDENT_001469,ACT_0038,handle,VectorVector,SRC_001152,2025-08-30T11:07:27Z,2025-10-30T11:07:27Z,0.54,duplicate_observation,OBS_013582
IDENT_001470,ACT_0060,handle,CipherEcho,SRC_003035,2026-04-16T22:48:45Z,2026-09-01T00:00:00Z,0.31,duplicate_observation,OBS_000056
IDENT_001471,ACT_0034,handle,PhantomOrbit,SRC_002622,2026-10-25T00:00:00Z,2026-09-01T00:00:00Z,0.21,duplicate_observation,
IDENT_001472,ACT_0047,handle,StormFox,SRC_004096,2024-08-27T22:38:20Z,2024-10-31T22:38:20Z,0.11,duplicate_observation,OBS_003676
IDENT_001473,ACT_0040,handle,StormPulse,SRC_004727,2026-10-13T00:00:00Z,2026-09-01T00:00:00Z,0.47,duplicate_observation,
IDENT_001474,ACT_0016,handle,PhantomHollow,SRC_002798,2025-03-11T15:47:40Z,2025-09-06T15:47:40Z,0.28,duplicate_observation,OBS_011487
IDENT_001475,ACT_0051,handle,FrostSignal,SRC_004937,2026-10-10T00:00:00Z,2026-09-01T00:00:00Z,0.21,duplicate_observation,OBS_008145
IDENT_001476,ACT_0040,handle,StormPulse,SRC_000088,2026-10-15T00:00:00Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,OBS_014370
IDENT_001477,ACT_0025,handle,ChromeOrbit,SRC_001408,2026-09-17T00:00:00Z,2026-09-01T00:00:00Z,0.48,duplicate_observation,OBS_001533
IDENT_001478,ACT_0037,handle,AshMoth,SRC_002480,2024-09-23T20:05:11Z,2024-11-26T20:05:11Z,0.56,duplicate_observation,OBS_003342
IDENT_001479,ACT_0007,handle,GhostForge71,SRC_004628,2024-05-25T13:12:42Z,2024-10-23T13:12:42Z,0.36,duplicate_observation,
IDENT_001480,ACT_0050,handle,RogueWarden,SRC_001056,2026-10-25T00:00:00Z,2026-09-01T00:00:00Z,0.2,duplicate_observation,OBS_006521
IDENT_001481,ACT_0039,handle,UmbraWarden,SRC_004136,2026-05-26T04:35:29Z,2026-07-10T04:35:29Z,0.54,duplicate_observation,OBS_009481
IDENT_001482,ACT_0059,handle,FrostRunner37,SRC_004651,2026-10-14T00:00:00Z,2026-09-01T00:00:00Z,0.37,duplicate_observation,OBS_005335
IDENT_001483,ACT_0040,handle,StormPulse,SRC_002752,2026-10-08T00:00:00Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,OBS_013507
IDENT_001484,ACT_0001,handle,SilentTrace,SRC_003906,2024-02-12T20:28:06Z,2024-12-22T20:28:06Z,0.56,duplicate_observation,OBS_007730
IDENT_001485,ACT_0008,handle,FrostMoth,SRC_004890,2026-09-20T10:13:36Z,2026-09-01T00:00:00Z,0.13,duplicate_observation,OBS_006720
IDENT_001486,ACT_0006,handle,RogueRoot,SRC_003600,2025-09-12T08:56:39Z,2025-12-12T08:56:39Z,0.53,duplicate_observation,OBS_005624
IDENT_001487,ACT_0050,handle,RogueWarden,SRC_004339,2026-11-01T00:00:00Z,2026-09-01T00:00:00Z,0.3,duplicate_observation,OBS_011613
IDENT_001488,ACT_0011,handle,IronSpecter,SRC_000221,2026-11-06T00:00:00Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,OBS_008172
IDENT_001489,ACT_0046,handle,PhantomGrid,SRC_000799,2026-01-27T14:13:34Z,2026-06-29T14:13:34Z,0.19,duplicate_observation,OBS_014398
IDENT_001490,ACT_0006,handle,ShadowForge,SRC_003126,2024-03-09T08:56:39Z,2024-07-18T08:56:39Z,0.48,duplicate_observation,
IDENT_001491,ACT_0011,handle,StormMarrow12,SRC_001597,2026-05-15T12:53:27Z,2026-09-01T00:00:00Z,0.28,duplicate_observation,OBS_014147
IDENT_001492,ACT_0004,handle,OnyxNode,SRC_003564,2026-05-11T04:44:17Z,2026-09-01T00:00:00Z,0.19,duplicate_observation,OBS_004969
IDENT_001493,ACT_0048,handle,CrimsonTrace,SRC_004411,2024-08-11T21:47:44Z,2025-11-03T21:47:44Z,0.57,duplicate_observation,
IDENT_001494,ACT_0023,handle,GreyOrbit,SRC_001755,2026-04-25T00:01:56Z,2026-09-01T00:00:00Z,0.64,duplicate_observation,
IDENT_001495,ACT_0015,handle,SilverLedger,SRC_002696,2026-10-22T00:00:00Z,2026-09-01T00:00:00Z,0.34,duplicate_observation,OBS_006992
IDENT_001496,ACT_0051,handle,EmberOrbit93,SRC_000026,2026-09-17T00:00:00Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,
IDENT_001497,ACT_0046,handle,VectorSentinel,SRC_002849,2026-07-07T14:13:34Z,2026-09-01T00:00:00Z,0.6,duplicate_observation,OBS_006805
IDENT_001498,ACT_0020,handle,EmberNode,SRC_004505,2026-09-25T00:00:00Z,2026-09-01T00:00:00Z,0.38,duplicate_observation,
IDENT_001499,ACT_0056,handle,VoidNode,SRC_005578,2024-09-07T10:20:14Z,2025-03-30T10:20:14Z,0.53,duplicate_observation,
IDENT_001500,ACT_0002,handle,ShadowDrift,SRC_005845,2025-02-01T10:13:48Z,2025-02-23T10:13:48Z,0.54,duplicate_observation,OBS_003729
IDENT_001501,ACT_0023,handle,SilverPulse,SRC_001539,2026-10-16T00:00:00Z,2026-09-01T00:00:00Z,0.65,duplicate_observation,OBS_009221
IDENT_001502,ACT_0034,handle,DarkVector32,SRC_002390,2024-12-09T10:59:17Z,2025-08-21T10:59:17Z,0.21,duplicate_observation,
IDENT_001503,ACT_0016,handle,PhantomHollow,SRC_001209,2025-03-18T15:47:40Z,2025-08-20T15:47:40Z,0.21,duplicate_observation,OBS_010339
IDENT_001504,ACT_0053,handle,IronHarbor,SRC_002744,2024-08-09T21:22:52Z,2025-02-10T21:22:52Z,0.41,duplicate_observation,
IDENT_001505,ACT_0040,handle,ChromeShade,SRC_002282,2026-10-05T00:00:00Z,2026-09-01T00:00:00Z,0.28,duplicate_observation,OBS_008251
IDENT_001506,ACT_0056,handle,NightCrow,SRC_000778,2025-03-31T10:20:14Z,2026-01-17T10:20:14Z,0.32,duplicate_observation,
IDENT_001507,ACT_0056,handle,NightCrow,SRC_002546,2025-04-12T10:20:14Z,2026-01-06T10:20:14Z,0.26,duplicate_observation,OBS_002899
IDENT_001508,ACT_0055,handle,StormRunner,SRC_004967,2024-03-15T04:37:32Z,2024-06-29T04:37:32Z,0.3,duplicate_observation,OBS_003453
IDENT_001509,ACT_0056,handle,VoidCipher,SRC_004363,2026-10-13T00:00:00Z,2026-09-01T00:00:00Z,0.48,duplicate_observation,
IDENT_001510,ACT_0050,handle,ShadowNode,SRC_000167,2026-09-28T00:00:00Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,
IDENT_001511,ACT_0054,handle,ShadowGrid,SRC_000020,2026-10-04T00:00:00Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,OBS_011823
IDENT_001512,ACT_0004,handle,OnyxNode,SRC_001071,2026-05-16T04:44:17Z,2026-09-01T00:00:00Z,0.25,duplicate_observation,
IDENT_001513,ACT_0027,handle,RuneWarden,SRC_001802,2024-05-01T01:12:14Z,2024-06-29T01:12:14Z,0.28,duplicate_observation,OBS_004226
IDENT_001514,ACT_0050,handle,CipherForge,SRC_003777,2026-10-10T00:00:00Z,2026-09-01T00:00:00Z,0.19,duplicate_observation,OBS_008519
IDENT_001515,ACT_0011,handle,IronSpecter,SRC_003017,2026-11-13T00:00:00Z,2026-09-01T00:00:00Z,0.42,duplicate_observation,OBS_009023
IDENT_001516,ACT_0031,handle,StormMarrow37,SRC_004027,2025-03-27T19:36:25Z,2025-08-09T19:36:25Z,0.1,duplicate_observation,OBS_002016
IDENT_001517,ACT_0019,handle,VoidDrift,SRC_000071,2025-08-21T04:42:59Z,2026-09-01T00:00:00Z,0.66,duplicate_observation,
IDENT_001518,ACT_0051,handle,FrostSignal,SRC_000317,2026-10-15T00:00:00Z,2026-09-01T00:00:00Z,0.7,duplicate_observation,OBS_005904
IDENT_001519,ACT_0023,handle,GreyOrbit,SRC_003506,2026-05-01T00:01:56Z,2026-09-01T00:00:00Z,0.31,duplicate_observation,
IDENT_001520,ACT_0016,handle,ChromeGrid,SRC_002310,2025-09-17T15:47:40Z,2026-02-18T15:47:40Z,0.1,duplicate_observation,OBS_010327
IDENT_001521,ACT_0045,handle,VectorCrow,SRC_001822,2024-12-13T07:17:31Z,2025-04-02T07:17:31Z,0.35,duplicate_observation,
IDENT_001522,ACT_0030,handle,SilentOrbit,SRC_003610,2025-01-13T21:36:22Z,2025-08-24T21:36:22Z,0.4,duplicate_observation,OBS_005900
IDENT_001523,ACT_0008,handle,IronCrow,SRC_004355,2025-04-10T10:13:36Z,2025-09-08T10:13:36Z,0.39,duplicate_observation,OBS_012337
IDENT_001524,ACT_0044,handle,SilentNode,SRC_003422,2026-09-23T18:00:37Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,OBS_014335
IDENT_001525,ACT_0040,handle,RuneMoth,SRC_004813,2026-10-15T00:00:00Z,2026-09-01T00:00:00Z,0.46,duplicate_observation,OBS_000767
IDENT_001526,ACT_0020,handle,BlackRoot71,SRC_003900,2025-11-17T15:43:16Z,2026-03-01T15:43:16Z,0.1,duplicate_observation,
IDENT_001527,ACT_0001,handle,SilentTrace,SRC_003587,2024-02-26T20:28:06Z,2024-12-13T20:28:06Z,0.69,duplicate_observation,
IDENT_001528,ACT_0059,handle,FrostRunner37,SRC_003784,2026-10-17T00:00:00Z,2026-09-01T00:00:00Z,0.37,duplicate_observation,
IDENT_001529,ACT_0002,handle,ShadowDrift,SRC_000411,2025-01-25T10:13:48Z,2025-03-09T10:13:48Z,0.15,duplicate_observation,OBS_000386
IDENT_001530,ACT_0056,handle,AshShade20,SRC_002135,2026-04-21T10:20:14Z,2026-09-01T00:00:00Z,0.18,duplicate_observation,OBS_013398
IDENT_001531,ACT_0023,handle,SilverPulse,SRC_002929,2026-10-18T00:00:00Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,
IDENT_001532,ACT_0047,handle,StormFox,SRC_001479,2024-08-27T22:38:20Z,2024-10-28T22:38:20Z,0.27,duplicate_observation,
IDENT_001533,ACT_0033,handle,TalonSentinel,SRC_001680,2025-07-30T01:20:48Z,2026-02-22T01:20:48Z,0.55,duplicate_observation,OBS_009911
IDENT_001534,ACT_0060,handle,CipherEcho,SRC_002767,2026-04-08T22:48:45Z,2026-09-01T00:00:00Z,0.22,duplicate_observation,OBS_001941
IDENT_001535,ACT_0016,handle,ChromeGrid,SRC_001069,2025-09-03T15:47:40Z,2026-03-01T15:47:40Z,0.1,duplicate_observation,OBS_012351
IDENT_001536,ACT_0052,handle,StormHollow,SRC_001120,2026-03-29T08:12:20Z,2026-09-01T00:00:00Z,0.25,duplicate_observation,OBS_008033
IDENT_001537,ACT_0035,handle,CrimsonMoth,SRC_000160,2024-04-20T22:04:42Z,2025-05-19T22:04:42Z,0.1,duplicate_observation,
IDENT_001538,ACT_0024,handle,WraithSpire,SRC_002534,2025-08-24T00:47:04Z,2026-08-31T00:47:04Z,0.1,duplicate_observation,OBS_007198
IDENT_001539,ACT_0044,handle,GreyMoth,SRC_002693,2024-12-11T18:00:37Z,2026-01-29T18:00:37Z,0.36,duplicate_observation,OBS_012894
IDENT_001540,ACT_0042,handle,AshFox60,SRC_002181,2025-07-05T00:56:31Z,2025-11-07T00:56:31Z,0.5,duplicate_observation,OBS_008362
IDENT_001541,ACT_0050,handle,GhostCrow,SRC_003374,2026-11-01T00:00:00Z,2026-09-01T00:00:00Z,0.3,duplicate_observation,OBS_012801
IDENT_001542,ACT_0056,handle,NightCrow,SRC_005469,2025-03-31T10:20:14Z,2026-01-10T10:20:14Z,0.54,duplicate_observation,
IDENT_001543,ACT_0029,handle,ChromeHex39,SRC_004335,2025-05-15T22:51:37Z,2026-03-07T22:51:37Z,0.22,duplicate_observation,OBS_009419
IDENT_001544,ACT_0027,handle,RuneWarden,SRC_002519,2024-05-04T01:12:14Z,2024-06-22T01:12:14Z,0.39,duplicate_observation,OBS_009995
IDENT_001545,ACT_0020,handle,ZeroOrbit,SRC_003502,2026-03-26T15:43:16Z,2026-09-01T00:00:00Z,0.17,duplicate_observation,OBS_009654
IDENT_001546,ACT_0008,handle,FrostMoth,SRC_003489,2026-09-28T10:13:36Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,OBS_012149
IDENT_001547,ACT_0052,handle,IronRunner,SRC_002558,2025-07-26T08:12:20Z,2026-02-27T08:12:20Z,0.34,duplicate_observation,
IDENT_001548,ACT_0036,handle,OnyxHex,SRC_005243,2026-09-22T00:00:00Z,2026-09-01T00:00:00Z,0.69,duplicate_observation,OBS_011482
IDENT_001549,ACT_0023,handle,GreySentinel,SRC_000065,2026-09-22T00:00:00Z,2026-09-01T00:00:00Z,0.14,duplicate_observation,OBS_001059
IDENT_001550,ACT_0026,handle,ZeroFox,SRC_004516,2026-11-02T00:00:00Z,2026-09-01T00:00:00Z,0.4,duplicate_observation,OBS_005895
IDENT_001551,ACT_0054,handle,UmbraHollow,SRC_005418,2026-02-13T15:36:14Z,2026-05-16T15:36:14Z,0.45,duplicate_observation,OBS_006194
IDENT_001552,ACT_0020,handle,BlackRoot71,SRC_001381,2025-11-09T15:43:16Z,2026-03-04T15:43:16Z,0.48,duplicate_observation,OBS_012398
IDENT_001553,ACT_0025,handle,GhostSentinel,SRC_002643,2026-11-16T00:00:00Z,2026-09-01T00:00:00Z,0.55,duplicate_observation,OBS_013967
IDENT_001554,ACT_0056,handle,VoidNode,SRC_001913,2024-08-27T10:20:14Z,2025-03-26T10:20:14Z,0.14,duplicate_observation,OBS_007040
IDENT_001555,ACT_0017,handle,BlackCipher,SRC_002700,2026-08-28T11:28:43Z,2026-09-01T00:00:00Z,0.3,duplicate_observation,OBS_008801
IDENT_001556,ACT_0015,handle,SilverLedger,SRC_000337,2026-10-19T00:00:00Z,2026-09-01T00:00:00Z,0.28,duplicate_observation,OBS_001220
IDENT_001557,ACT_0036,handle,IronMarrow,SRC_000366,2026-10-29T00:00:00Z,2026-09-01T00:00:00Z,0.51,duplicate_observation,
IDENT_001558,ACT_0036,handle,IronMarrow,SRC_003585,2026-11-08T00:00:00Z,2026-09-01T00:00:00Z,0.3,duplicate_observation,
IDENT_001559,ACT_0038,handle,CrimsonLedger,SRC_000464,2025-11-13T11:07:27Z,2026-07-20T11:07:27Z,0.61,duplicate_observation,OBS_009821
IDENT_001560,ACT_0040,handle,StormPulse,SRC_003910,2026-10-13T00:00:00Z,2026-09-01T00:00:00Z,0.59,duplicate_observation,OBS_001408
IDENT_001561,ACT_0059,handle,NullWolf,SRC_005225,2026-07-27T16:19:50Z,2026-09-01T00:00:00Z,0.3,duplicate_observation,
IDENT_001562,ACT_0059,handle,NullWolf,SRC_001024,2026-07-29T16:19:50Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,
IDENT_001563,ACT_0034,handle,PhantomOrbit,SRC_005667,2026-10-31T00:00:00Z,2026-09-01T00:00:00Z,0.35,duplicate_observation,OBS_003395
IDENT_001564,ACT_0051,handle,EmberOrbit93,SRC_002007,2026-09-14T00:00:00Z,2026-09-01T00:00:00Z,0.38,duplicate_observation,
IDENT_001565,ACT_0043,handle,UmbraRoot,SRC_002423,2025-03-05T22:06:12Z,2026-04-18T22:06:12Z,0.29,duplicate_observation,OBS_010211
IDENT_001566,ACT_0056,handle,VoidCipher,SRC_000762,2026-10-17T00:00:00Z,2026-09-01T00:00:00Z,0.66,duplicate_observation,
IDENT_001567,ACT_0046,handle,PhantomGrid,SRC_001679,2026-02-06T14:13:34Z,2026-06-25T14:13:34Z,0.18,duplicate_observation,
IDENT_001568,ACT_0025,handle,TalonEcho,SRC_003909,2026-10-05T00:00:00Z,2026-09-01T00:00:00Z,0.19,duplicate_observation,
IDENT_001569,ACT_0008,handle,IronCrow,SRC_004206,2025-04-05T10:13:36Z,2025-09-03T10:13:36Z,0.32,duplicate_observation,OBS_014436
IDENT_001570,ACT_0016,handle,PhantomHollow,SRC_004745,2025-03-23T15:47:40Z,2025-08-28T15:47:40Z,0.29,duplicate_observation,OBS_004076
IDENT_001571,ACT_0015,handle,SilverLedger,SRC_000344,2026-10-18T00:00:00Z,2026-09-01T00:00:00Z,0.21,duplicate_observation,OBS_008964
IDENT_001572,ACT_0017,handle,ChromeSignal,SRC_000466,2024-12-04T11:28:43Z,2025-06-24T11:28:43Z,0.19,duplicate_observation,
IDENT_001573,ACT_0019,handle,EmberWolf,SRC_003539,2026-10-25T00:00:00Z,2026-09-01T00:00:00Z,0.29,duplicate_observation,
IDENT_001574,ACT_0051,handle,EmberOrbit93,SRC_001292,2026-09-18T00:00:00Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,
IDENT_001575,ACT_0019,handle,VoidDrift,SRC_001196,2025-09-01T04:42:59Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,
IDENT_001576,ACT_0009,handle,AshSignal52,SRC_002534,2026-10-22T00:00:00Z,2026-09-01T00:00:00Z,0.5,duplicate_observation,
IDENT_001577,ACT_0011,handle,IronSpecter,SRC_005472,2026-11-12T00:00:00Z,2026-09-01T00:00:00Z,0.25,duplicate_observation,OBS_003075
IDENT_001578,ACT_0027,handle,CrimsonWolf,SRC_001353,2024-07-27T01:12:14Z,2025-10-18T01:12:14Z,0.44,duplicate_observation,
IDENT_001579,ACT_0036,handle,TalonSpire,SRC_000934,2026-04-22T18:10:40Z,2026-09-01T00:00:00Z,0.13,duplicate_observation,
IDENT_001580,ACT_0056,handle,TalonCipher,SRC_001707,2026-01-07T10:20:14Z,2026-04-02T10:20:14Z,0.17,duplicate_observation,
IDENT_001581,ACT_0052,handle,ZeroTrace,SRC_005214,2026-10-10T00:00:00Z,2026-09-01T00:00:00Z,0.33,duplicate_observation,
IDENT_001582,ACT_0029,handle,ChromeHex39,SRC_001652,2025-05-27T22:51:37Z,2026-03-13T22:51:37Z,0.61,duplicate_observation,
IDENT_001583,ACT_0006,handle,RogueRoot,SRC_003664,2025-09-12T08:56:39Z,2025-12-20T08:56:39Z,0.44,duplicate_observation,OBS_006877
IDENT_001584,ACT_0051,handle,FrostSignal,SRC_002373,2026-10-21T00:00:00Z,2026-09-01T00:00:00Z,0.13,duplicate_observation,
IDENT_001585,ACT_0035,handle,BlackReaper60,SRC_000895,2026-11-01T00:00:00Z,2026-09-01T00:00:00Z,0.27,duplicate_observation,
IDENT_001586,ACT_0009,handle,CrimsonReaper,SRC_002679,2026-10-16T00:00:00Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,
IDENT_001587,ACT_0052,handle,ZeroTrace,SRC_003539,2026-10-19T00:00:00Z,2026-09-01T00:00:00Z,0.12,duplicate_observation,
IDENT_001588,ACT_0053,handle,OnyxFang,SRC_004570,2025-03-09T21:22:52Z,2026-03-21T21:22:52Z,0.31,duplicate_observation,
IDENT_001589,ACT_0044,handle,NightSentinel32,SRC_000336,2026-03-16T18:00:37Z,2026-07-19T18:00:37Z,0.29,duplicate_observation,OBS_001963
IDENT_001590,ACT_0056,handle,VoidNode,SRC_001932,2024-08-26T10:20:14Z,2025-03-22T10:20:14Z,0.38,duplicate_observation,OBS_002735
IDENT_001591,ACT_0035,handle,RogueLedger,SRC_002356,2025-06-26T22:04:42Z,2026-09-01T00:00:00Z,0.15,duplicate_observation,
IDENT_001592,ACT_0009,handle,WraithHex25,SRC_001442,2026-10-02T00:00:00Z,2026-09-01T00:00:00Z,0.65,duplicate_observation,OBS_001022
IDENT_001593,ACT_0035,handle,BlackReaper60,SRC_004774,2026-10-28T00:00:00Z,2026-09-01T00:00:00Z,0.27,duplicate_observation,OBS_014328
IDENT_001594,ACT_0026,handle,ZeroFox,SRC_000314,2026-10-26T00:00:00Z,2026-09-01T00:00:00Z,0.17,duplicate_observation,
IDENT_001595,ACT_0050,handle,CipherForge,SRC_004810,2026-10-20T00:00:00Z,2026-09-01T00:00:00Z,0.27,duplicate_observation,OBS_010824
IDENT_001596,ACT_0014,handle,HavocHollow,SRC_000695,2025-01-11T02:17:28Z,2025-10-25T02:17:28Z,0.2,duplicate_observation,
IDENT_001597,ACT_0020,handle,NightCipher,SRC_000813,2026-11-09T00:00:00Z,2026-09-01T00:00:00Z,0.36,duplicate_observation,OBS_001206
IDENT_001598,ACT_0017,handle,ChromeSignal,SRC_000213,2024-12-11T11:28:43Z,2025-06-22T11:28:43Z,0.22,duplicate_observation,OBS_001750
IDENT_001599,ACT_0032,handle,RuneEcho,SRC_004222,2025-07-28T17:55:46Z,2026-08-07T17:55:46Z,0.16,duplicate_observation,
IDENT_001600,ACT_0009,handle,CrimsonReaper,SRC_001342,2026-10-08T00:00:00Z,2026-09-01T00:00:00Z,0.1,duplicate_observation,
IDENT_001601,ACT_0019,handle,VoidDrift,SRC_004326,2025-08-15T04:42:59Z,2026-09-01T00:00:00Z,0.51,duplicate_observation,OBS_002805
IDENT_001602,ACT_0056,handle,VoidNode,SRC_001649,2024-09-04T10:20:14Z,2025-03-30T10:20:14Z,0.46,duplicate_observation,OBS_002436
IDENT_001603,ACT_0021,handle,NullPulse,SRC_004587,2026-10-01T00:00:00Z,2026-09-01T00:00:00Z,0.28,duplicate_observation,
IDENT_001604,ACT_0013,handle,VectorNode,SRC_000902,2026-11-01T00:00:00Z,2026-09-01T00:00:00Z,0.45,duplicate_observation,OBS_007279
IDENT_001605,ACT_0059,handle,FrostRunner37,SRC_002999,2026-10-21T00:00:00Z,2026-09-01T00:00:00Z,0.31,duplicate_observation,
IDENT_001606,ACT_0024,handle,WraithSpire,SRC_000998,2025-08-26T00:47:04Z,2026-08-18T00:47:04Z,0.1,duplicate_observation,OBS_010680
IDENT_001607,ACT_0028,handle,OnyxPulse,SRC_003729,2024-12-23T00:39:48Z,2025-05-18T00:39:48Z,0.52,duplicate_observation,
IDENT_001608,ACT_0049,handle,EmberSignal,SRC_005202,2026-06-01T01:19:15Z,2026-09-01T00:00:00Z,0.34,duplicate_observation,
IDENT_001609,ACT_0035,handle,RogueDrift,SRC_003094,2026-11-16T00:00:00Z,2026-09-01T00:00:00Z,0.17,duplicate_observation,OBS_013139
IDENT_001610,ACT_0031,handle,WraithWarden,SRC_000291,2025-09-04T19:36:25Z,2026-03-02T19:36:25Z,0.29,duplicate_observation,OBS_003111
IDENT_001611,ACT_0040,handle,ChromeShade,SRC_000034,2026-10-01T00:00:00Z,2026-09-01T00:00:00Z,0.32,duplicate_observation,OBS_004035
IDENT_001612,ACT_0055,handle,HavocSentinel,SRC_003706,2024-07-30T04:37:32Z,2025-11-26T04:37:32Z,0.2,duplicate_observation,OBS_005010
IDENT_001613,ACT_0042,handle,ObsidianWarden,SRC_000048,2025-05-14T00:56:31Z,2025-06-26T00:56:31Z,0.1,duplicate_observation,OBS_004369
IDENT_001614,ACT_0051,handle,EmberOrbit93,SRC_001565,2026-09-14T00:00:00Z,2026-09-01T00:00:00Z,0.34,duplicate_observation,OBS_006917
IDENT_001615,ACT_0026,handle,ChromeMarrow,SRC_003249,2025-07-27T18:43:51Z,2025-09-06T18:43:51Z,0.32,duplicate_observation,OBS_007223
IDENT_001616,ACT_0036,handle,OnyxHex,SRC_001667,2026-09-12T00:00:00Z,2026-09-01T00:00:00Z,0.37,duplicate_observation,OBS_005669
