transaction_id,from_wallet,to_wallet,timestamp,amount,currency,transaction_type,source,confidence,actor_from,actor_to,transaction_cluster,risk_signal
TX_000961,WALLET_SYN_0132,WALLET_SYN_0097,2026-08-19T00:00:00Z,0.270985,USDT_SIM,transfer,SRC_000279,0.42,ACT_0010,,,low
TX_000962,WALLET_SYN_0204,WALLET_SYN_0007,2025-09-26T21:47:44Z,0.891633,USDT_SIM,payment,SRC_003417,0.78,ACT_0041,ACT_0026,TXCLUSTER_021,medium
TX_000963,WALLET_SYN_0149,WALLET_SYN_0006,2026-08-28T00:00:00Z,0.051371,ETH_SIM,transfer,SRC_004643,0.55,,ACT_0053,,low
TX_000964,WALLET_SYN_0065,WALLET_SYN_0215,2026-08-14T00:00:00Z,0.794439,BTC_SIM,escrow_release,SRC_000755,0.42,ACT_0019,,,high
TX_000965,WALLET_SYN_0039,WALLET_SYN_0081,2026-08-26T00:00:00Z,0.573696,USDT_SIM,transfer,SRC_005287,0.62,,,,low
TX_000966,WALLET_SYN_0016,WALLET_SYN_0066,2024-12-26T11:56:59Z,0.176228,BTC_SIM,payment,SRC_004139,0.74,ACT_0026,ACT_0030,,low
TX_000967,WALLET_SYN_0092,WALLET_SYN_0009,2025-10-21T22:04:42Z,0.013518,BTC_SIM,transfer,SRC_003795,0.7,ACT_0004,,,medium
TX_000968,WALLET_SYN_0201,WALLET_SYN_0170,2026-08-02T00:00:00Z,0.037165,ETH_SIM,transfer,SRC_001974,0.34,ACT_0035,ACT_0014,,low
TX_000969,WALLET_SYN_0098,WALLET_SYN_0117,2026-08-06T00:00:00Z,1.416695,USDT_SIM,consolidation,SRC_000473,0.88,,,,low
TX_000970,WALLET_SYN_0006,WALLET_SYN_0121,2026-08-08T00:00:00Z,0.592511,USDT_SIM,transfer,SRC_004597,0.54,ACT_0053,,,low
TX_000971,WALLET_SYN_0102,WALLET_SYN_0186,2026-08-07T07:09:23Z,0.045957,ETH_SIM,transfer,SRC_005011,0.29,,ACT_0033,,low
TX_000972,WALLET_SYN_0016,WALLET_SYN_0067,2026-08-07T00:00:00Z,0.284318,BTC_SIM,escrow_release,SRC_000370,0.67,ACT_0026,ACT_0015,,medium
TX_000973,WALLET_SYN_0023,WALLET_SYN_0093,2025-03-17T22:04:42Z,1.013391,BTC_SIM,transfer,SRC_004614,0.48,ACT_0044,ACT_0024,,low
TX_000974,WALLET_SYN_0103,WALLET_SYN_0051,2026-08-19T00:00:00Z,0.613252,USDT_SIM,payment,SRC_001949,0.8,ACT_0017,ACT_0020,,medium
TX_000975,WALLET_SYN_0033,WALLET_SYN_0042,2026-08-05T00:00:00Z,0.712922,USDT_SIM,payment,SRC_000275,0.58,,ACT_0052,,medium
TX_000976,WALLET_SYN_0190,WALLET_SYN_0139,2024-07-08T18:40:31Z,0.125041,USDT_SIM,payment,SRC_004957,0.61,,ACT_0002,,high
TX_000977,WALLET_SYN_0090,WALLET_SYN_0149,2026-09-01T00:00:00Z,0.269631,ETH_SIM,transfer,SRC_000667,0.77,ACT_0042,,,low
TX_000978,WALLET_SYN_0081,WALLET_SYN_0183,2026-08-20T00:00:00Z,0.52685,ETH_SIM,transfer,SRC_002112,0.52,,ACT_0011,,low
TX_000979,WALLET_SYN_0063,WALLET_SYN_0173,2025-08-12T20:05:11Z,0.910509,ETH_SIM,transfer,SRC_000818,0.61,,ACT_0030,,low
TX_000980,WALLET_SYN_0032,WALLET_SYN_0044,2026-05-16T22:04:42Z,0.326694,USDT_SIM,escrow_release,SRC_000145,0.84,ACT_0048,ACT_0001,,high
TX_000981,WALLET_SYN_0114,WALLET_SYN_0116,2026-08-06T00:00:00Z,0.43644,BTC_SIM,transfer,SRC_002016,0.71,ACT_0018,ACT_0058,,low
TX_000982,WALLET_SYN_0134,WALLET_SYN_0059,2026-05-22T19:31:51Z,0.418622,USDT_SIM,transfer,SRC_001671,0.73,ACT_0051,ACT_0039,,low
TX_000983,WALLET_SYN_0061,WALLET_SYN_0009,2026-08-04T00:00:00Z,0.170633,ETH_SIM,transfer,SRC_000039,0.5,ACT_0012,,,low
TX_000984,WALLET_SYN_0102,WALLET_SYN_0068,2024-11-23T21:47:44Z,0.147194,BTC_SIM,payment,SRC_000946,0.47,,,,low
TX_000985,WALLET_SYN_0050,WALLET_SYN_0202,2026-08-25T00:00:00Z,0.088948,USDT_SIM,consolidation,SRC_000775,0.78,ACT_0015,ACT_0046,,low
TX_000986,WALLET_SYN_0019,WALLET_SYN_0205,2025-12-29T13:12:42Z,0.035966,ETH_SIM,split,SRC_000602,0.59,ACT_0049,,,medium
TX_000987,WALLET_SYN_0147,WALLET_SYN_0099,2026-08-03T00:00:00Z,0.169056,BTC_SIM,transfer,SRC_000250,0.48,,,TXCLUSTER_022,low
TX_000988,WALLET_SYN_0187,WALLET_SYN_0206,2026-08-08T00:00:00Z,1.108604,BTC_SIM,consolidation,SRC_001243,0.47,ACT_0011,ACT_0034,,low
TX_000989,WALLET_SYN_0140,WALLET_SYN_0133,2026-01-13T00:39:48Z,0.112695,BTC_SIM,payment,SRC_000086,0.81,,ACT_0034,,low
TX_000990,WALLET_SYN_0129,WALLET_SYN_0202,2025-10-29T00:56:31Z,0.40045,BTC_SIM,transfer,SRC_003601,0.41,,ACT_0046,,high
TX_000991,WALLET_SYN_0022,WALLET_SYN_0181,2026-03-13T20:28:06Z,0.356543,ETH_SIM,transfer,SRC_003017,0.46,ACT_0055,,,low
TX_000992,WALLET_SYN_0138,WALLET_SYN_0097,2026-06-09T01:20:48Z,1.462746,USDT_SIM,consolidation,SRC_003765,0.35,,,,medium
TX_000993,WALLET_SYN_0192,WALLET_SYN_0060,2026-08-05T00:00:00Z,0.393089,BTC_SIM,escrow_release,SRC_004242,0.63,,,,medium
TX_000994,WALLET_SYN_0009,WALLET_SYN_0090,2026-08-22T00:00:00Z,5.826954,USDT_SIM,payment,SRC_003908,0.38,,ACT_0042,TXCLUSTER_023,medium
TX_000995,WALLET_SYN_0008,WALLET_SYN_0188,2025-07-23T01:12:14Z,0.177349,ETH_SIM,payment,SRC_001048,0.61,ACT_0051,ACT_0016,,low
TX_000996,WALLET_SYN_0024,WALLET_SYN_0185,2025-02-22T10:13:48Z,0.272297,USDT_SIM,transfer,SRC_003607,0.78,,,,low
TX_000997,WALLET_SYN_0140,WALLET_SYN_0168,2025-07-17T18:08:11Z,0.148931,BTC_SIM,transfer,SRC_000578,0.83,,ACT_0003,TXCLUSTER_024,medium
TX_000998,WALLET_SYN_0202,WALLET_SYN_0168,2026-08-06T00:00:00Z,0.060409,ETH_SIM,split,SRC_000641,0.95,ACT_0046,ACT_0003,,low
TX_000999,WALLET_SYN_0208,WALLET_SYN_0050,2024-12-13T21:47:44Z,0.162107,BTC_SIM,transfer,SRC_002757,0.66,,ACT_0015,,low
TX_001000,WALLET_SYN_0135,WALLET_SYN_0098,2026-07-23T14:13:34Z,1.316637,USDT_SIM,escrow_release,SRC_005270,0.93,,,,low
TX_001001,WALLET_SYN_0031,WALLET_SYN_0172,2026-08-11T00:00:00Z,0.105725,USDT_SIM,payment,SRC_005659,0.99,,ACT_0021,,low
TX_001002,WALLET_SYN_0029,WALLET_SYN_0171,2026-03-06T04:42:59Z,0.031582,BTC_SIM,transfer,SRC_003905,0.43,ACT_0011,ACT_0054,,low
TX_001003,WALLET_SYN_0206,WALLET_SYN_0154,2026-08-27T00:00:00Z,0.150368,ETH_SIM,transfer,SRC_003592,0.71,ACT_0034,,,high
TX_001004,WALLET_SYN_0201,WALLET_SYN_0121,2024-08-23T21:36:22Z,0.458104,USDT_SIM,payment,SRC_001835,0.4,ACT_0035,,,low
TX_001005,WALLET_SYN_0032,WALLET_SYN_0119,2024-06-27T21:36:22Z,0.087798,ETH_SIM,transfer,SRC_005746,0.66,ACT_0048,,,low
TX_001006,WALLET_SYN_0041,WALLET_SYN_0086,2026-08-27T00:00:00Z,0.430169,BTC_SIM,transfer,SRC_004952,0.73,,,,medium
TX_001007,WALLET_SYN_0070,WALLET_SYN_0100,2025-11-22T00:56:31Z,0.610845,BTC_SIM,escrow_release,SRC_002549,0.75,,ACT_0008,,low
TX_001008,WALLET_SYN_0009,WALLET_SYN_0110,2026-08-02T00:00:00Z,0.081826,BTC_SIM,transfer,SRC_001865,0.63,,ACT_0033,,low
TX_001009,WALLET_SYN_0180,WALLET_SYN_0162,2026-08-15T00:00:00Z,0.050031,USDT_SIM,transfer,SRC_002292,0.9,ACT_0031,,,medium
TX_001010,WALLET_SYN_0210,WALLET_SYN_0177,2026-08-25T00:00:00Z,0.185173,USDT_SIM,payment,SRC_003541,0.39,ACT_0014,ACT_0053,,low
TX_001011,WALLET_SYN_0139,WALLET_SYN_0154,2026-08-25T00:00:00Z,0.366319,BTC_SIM,transfer,SRC_000369,0.34,ACT_0002,,,medium
TX_001012,WALLET_SYN_0184,WALLET_SYN_0025,2025-03-07T11:28:43Z,2.086623,BTC_SIM,transfer,SRC_001283,0.81,,ACT_0029,,medium
TX_001013,WALLET_SYN_0192,WALLET_SYN_0112,2025-03-25T22:04:42Z,0.067101,USDT_SIM,transfer,SRC_003267,0.89,,ACT_0059,,low
TX_001014,WALLET_SYN_0001,WALLET_SYN_0111,2026-08-28T00:00:00Z,0.075435,USDT_SIM,payment,SRC_003868,0.7,,ACT_0029,,low
TX_001015,WALLET_SYN_0060,WALLET_SYN_0175,2026-08-25T00:00:00Z,0.095635,BTC_SIM,transfer,SRC_005320,0.89,,,,low
TX_001016,WALLET_SYN_0182,WALLET_SYN_0101,2026-08-13T00:00:00Z,0.376012,USDT_SIM,transfer,SRC_005833,0.75,,ACT_0013,,low
TX_001017,WALLET_SYN_0062,WALLET_SYN_0214,2025-04-08T21:36:22Z,0.253829,ETH_SIM,split,SRC_004281,0.71,,,,medium
TX_001018,WALLET_SYN_0162,WALLET_SYN_0180,2026-08-16T00:00:00Z,0.823747,USDT_SIM,transfer,SRC_001036,0.55,,ACT_0031,,medium
TX_001019,WALLET_SYN_0166,WALLET_SYN_0098,2025-11-08T21:36:22Z,3.660337,USDT_SIM,transfer,SRC_004692,0.7,,,TXCLUSTER_025,low
TX_001020,WALLET_SYN_0058,WALLET_SYN_0181,2026-08-11T00:00:00Z,0.111155,USDT_SIM,transfer,SRC_003627,0.86,,,TXCLUSTER_026,low
TX_001021,WALLET_SYN_0082,WALLET_SYN_0072,2026-08-11T00:00:00Z,0.046061,USDT_SIM,payment,SRC_002909,0.37,,ACT_0009,,low
TX_001022,WALLET_SYN_0132,WALLET_SYN_0050,2025-11-24T08:56:39Z,0.056512,BTC_SIM,transfer,SRC_002449,0.7,ACT_0010,ACT_0015,,low
TX_001023,WALLET_SYN_0144,WALLET_SYN_0125,2025-03-03T10:13:48Z,0.724209,USDT_SIM,transfer,SRC_000700,0.43,ACT_0037,,,low
TX_001024,WALLET_SYN_0082,WALLET_SYN_0200,2025-12-25T22:06:12Z,0.272744,ETH_SIM,transfer,SRC_002194,0.69,,,,low
TX_001025,WALLET_SYN_0043,WALLET_SYN_0186,2024-05-02T04:37:32Z,0.577979,USDT_SIM,payment,SRC_005622,0.85,ACT_0018,ACT_0033,,low
TX_001026,WALLET_SYN_0195,WALLET_SYN_0051,2026-08-19T00:00:00Z,0.11259,ETH_SIM,payment,SRC_000326,0.87,,ACT_0020,,medium
TX_001027,WALLET_SYN_0008,WALLET_SYN_0099,2026-06-18T04:35:29Z,0.541387,BTC_SIM,transfer,SRC_002383,0.74,ACT_0051,,,high
TX_001028,WALLET_SYN_0016,WALLET_SYN_0110,2025-10-08T15:47:40Z,0.057819,BTC_SIM,payment,SRC_001381,0.7,ACT_0026,ACT_0033,,medium
TX_001029,WALLET_SYN_0028,WALLET_SYN_0148,2026-06-18T18:10:40Z,0.083219,USDT_SIM,transfer,SRC_005352,0.45,ACT_0007,,,low
TX_001030,WALLET_SYN_0118,WALLET_SYN_0183,2026-07-02T10:13:48Z,0.276286,ETH_SIM,transfer,SRC_001293,0.6,,ACT_0011,,medium
TX_001031,WALLET_SYN_0105,WALLET_SYN_0097,2025-06-24T15:47:40Z,0.149743,BTC_SIM,consolidation,SRC_003661,0.47,,,,low
TX_001032,WALLET_SYN_0148,WALLET_SYN_0054,2026-08-06T00:00:00Z,0.205726,USDT_SIM,transfer,SRC_000279,0.9,,ACT_0022,,low
TX_001033,WALLET_SYN_0036,WALLET_SYN_0118,2026-08-20T00:00:00Z,1.00934,USDT_SIM,transfer,SRC_001304,0.39,ACT_0007,,,medium
TX_001034,WALLET_SYN_0143,WALLET_SYN_0087,2026-08-07T00:00:00Z,0.040489,USDT_SIM,transfer,SRC_002488,0.82,ACT_0049,,,low
TX_001035,WALLET_SYN_0027,WALLET_SYN_0015,2026-08-24T00:00:00Z,0.044662,USDT_SIM,transfer,SRC_002719,0.62,ACT_0004,ACT_0013,,high
TX_001036,WALLET_SYN_0164,WALLET_SYN_0158,2026-08-19T00:00:00Z,0.143865,ETH_SIM,payment,SRC_005252,0.92,ACT_0043,,,medium
TX_001037,WALLET_SYN_0044,WALLET_SYN_0111,2024-08-12T22:04:42Z,0.202036,ETH_SIM,consolidation,SRC_001247,0.39,ACT_0001,ACT_0029,TXCLUSTER_027,low
TX_001038,WALLET_SYN_0133,WALLET_SYN_0127,2026-08-18T00:00:00Z,0.199651,USDT_SIM,escrow_release,SRC_000140,0.69,ACT_0034,,,medium
TX_001039,WALLET_SYN_0139,WALLET_SYN_0205,2026-08-09T00:00:00Z,0.059408,ETH_SIM,transfer,SRC_005718,0.39,ACT_0002,,TXCLUSTER_028,low
TX_001040,WALLET_SYN_0209,WALLET_SYN_0091,2026-01-25T01:20:48Z,0.790629,ETH_SIM,transfer,SRC_000713,0.17,,ACT_0060,,low
TX_001041,WALLET_SYN_0210,WALLET_SYN_0009,2026-08-14T00:01:56Z,0.236559,BTC_SIM,transfer,SRC_005209,0.27,ACT_0014,,,medium
TX_001042,WALLET_SYN_0132,WALLET_SYN_0189,2025-08-30T04:37:32Z,0.025137,USDT_SIM,payment,SRC_001739,0.72,ACT_0010,ACT_0001,,low
TX_001043,WALLET_SYN_0080,WALLET_SYN_0052,2026-05-12T18:08:11Z,0.444056,BTC_SIM,transfer,SRC_000147,0.3,,ACT_0016,,medium
TX_001044,WALLET_SYN_0181,WALLET_SYN_0066,2026-01-01T08:12:20Z,0.215382,USDT_SIM,split,SRC_003842,0.77,,ACT_0030,TXCLUSTER_029,low
TX_001045,WALLET_SYN_0037,WALLET_SYN_0124,2026-08-09T00:00:00Z,0.237091,BTC_SIM,escrow_release,SRC_004832,0.35,,,,low
TX_001046,WALLET_SYN_0204,WALLET_SYN_0196,2024-07-16T22:51:37Z,0.146931,USDT_SIM,transfer,SRC_001420,0.27,ACT_0041,,,low
TX_001047,WALLET_SYN_0025,WALLET_SYN_0183,2025-10-14T01:12:14Z,0.490808,ETH_SIM,transfer,SRC_001575,0.81,ACT_0029,ACT_0011,,medium
TX_001048,WALLET_SYN_0195,WALLET_SYN_0179,2024-10-14T08:56:39Z,0.31852,USDT_SIM,transfer,SRC_003456,0.65,,,,medium
TX_001049,WALLET_SYN_0117,WALLET_SYN_0203,2026-08-14T00:00:00Z,0.207174,BTC_SIM,payment,SRC_002261,0.22,,,,low
TX_001050,WALLET_SYN_0150,WALLET_SYN_0095,2026-08-11T00:00:00Z,0.129869,ETH_SIM,transfer,SRC_001330,0.48,ACT_0039,ACT_0020,,low
TX_001051,WALLET_SYN_0092,WALLET_SYN_0217,2026-09-01T00:00:00Z,0.148045,ETH_SIM,escrow_release,SRC_004512,0.53,ACT_0004,,,low
TX_001052,WALLET_SYN_0108,WALLET_SYN_0167,2026-08-23T00:00:00Z,2.299471,USDT_SIM,payment,SRC_004845,0.33,ACT_0023,ACT_0040,TXCLUSTER_030,high
TX_001053,WALLET_SYN_0054,WALLET_SYN_0092,2025-10-26T01:20:48Z,1.425862,ETH_SIM,transfer,SRC_005399,0.74,ACT_0022,ACT_0004,,low
TX_001054,WALLET_SYN_0088,WALLET_SYN_0161,2026-08-18T00:00:00Z,0.141494,BTC_SIM,transfer,SRC_003734,0.6,,,,low
TX_001055,WALLET_SYN_0141,WALLET_SYN_0075,2026-07-05T08:12:20Z,0.250333,ETH_SIM,payment,SRC_003066,0.15,,,,low
TX_001056,WALLET_SYN_0141,WALLET_SYN_0070,2026-08-11T00:00:00Z,0.057299,USDT_SIM,transfer,SRC_003847,0.74,,,,low
TX_001057,WALLET_SYN_0062,WALLET_SYN_0093,2026-08-05T00:00:00Z,0.458955,BTC_SIM,transfer,SRC_001087,0.24,,ACT_0024,,low
TX_001058,WALLET_SYN_0081,WALLET_SYN_0020,2024-02-09T20:28:06Z,0.007981,ETH_SIM,consolidation,SRC_003577,0.35,,,,low
TX_001059,WALLET_SYN_0168,WALLET_SYN_0207,2026-08-22T00:00:00Z,0.254866,BTC_SIM,payment,SRC_001216,0.62,ACT_0003,,,low
TX_001060,WALLET_SYN_0140,WALLET_SYN_0141,2026-05-11T21:22:52Z,0.498536,ETH_SIM,transfer,SRC_002049,0.86,,,,low
TX_001061,WALLET_SYN_0002,WALLET_SYN_0176,2026-08-06T00:00:00Z,0.381478,BTC_SIM,escrow_release,SRC_004796,0.41,ACT_0037,ACT_0012,,low
TX_001062,WALLET_SYN_0103,WALLET_SYN_0129,2025-02-16T22:38:20Z,0.361092,USDT_SIM,consolidation,SRC_002930,0.65,ACT_0017,,,medium
TX_001063,WALLET_SYN_0009,WALLET_SYN_0051,2026-08-14T00:00:00Z,0.186403,ETH_SIM,transfer,SRC_003533,0.34,,ACT_0020,,low
TX_001064,WALLET_SYN_0190,WALLET_SYN_0052,2026-04-08T10:20:14Z,0.059,USDT_SIM,transfer,SRC_001149,0.61,,ACT_0016,,low
TX_001065,WALLET_SYN_0196,WALLET_SYN_0007,2026-01-11T18:00:37Z,0.059777,USDT_SIM,transfer,SRC_005407,0.41,,ACT_0026,,medium
TX_001066,WALLET_SYN_0153,WALLET_SYN_0212,2026-08-05T00:00:00Z,0.62041,BTC_SIM,payment,SRC_002330,0.62,ACT_0054,ACT_0057,,low
TX_001067,WALLET_SYN_0146,WALLET_SYN_0117,2025-06-06T20:05:11Z,1.093017,ETH_SIM,transfer,SRC_004893,0.75,ACT_0047,,,low
TX_001068,WALLET_SYN_0146,WALLET_SYN_0079,2026-08-30T00:00:00Z,0.042494,BTC_SIM,transfer,SRC_002572,0.3,ACT_0047,ACT_0043,,medium
TX_001069,WALLET_SYN_0157,WALLET_SYN_0017,2026-08-07T00:00:00Z,0.019289,BTC_SIM,transfer,SRC_002600,0.53,,ACT_0012,,low
TX_001070,WALLET_SYN_0085,WALLET_SYN_0121,2026-08-29T00:00:00Z,0.094541,ETH_SIM,consolidation,SRC_003814,0.64,,,,medium
TX_001071,WALLET_SYN_0010,WALLET_SYN_0061,2025-12-05T22:51:37Z,0.230337,BTC_SIM,transfer,SRC_002524,0.84,,ACT_0012,,low
TX_001072,WALLET_SYN_0031,WALLET_SYN_0133,2025-02-25T11:28:43Z,0.05117,ETH_SIM,transfer,SRC_001965,0.56,,ACT_0034,,low
TX_001073,WALLET_SYN_0202,WALLET_SYN_0198,2026-08-05T00:00:00Z,0.417493,BTC_SIM,escrow_release,SRC_003876,0.59,ACT_0046,,,medium
TX_001074,WALLET_SYN_0220,WALLET_SYN_0186,2026-01-16T17:09:54Z,1.896924,USDT_SIM,transfer,SRC_005698,0.46,ACT_0016,ACT_0033,,medium
TX_001075,WALLET_SYN_0048,WALLET_SYN_0092,2025-04-04T00:39:48Z,0.816118,ETH_SIM,split,SRC_005429,0.61,ACT_0050,ACT_0004,,low
TX_001076,WALLET_SYN_0034,WALLET_SYN_0057,2026-08-08T00:00:00Z,1.592171,USDT_SIM,payment,SRC_005416,0.67,ACT_0025,ACT_0056,,high
TX_001077,WALLET_SYN_0014,WALLET_SYN_0020,2025-02-03T01:12:14Z,0.520006,USDT_SIM,transfer,SRC_001088,0.31,ACT_0004,,,medium
TX_001078,WALLET_SYN_0068,WALLET_SYN_0054,2025-12-19T07:17:31Z,0.380243,ETH_SIM,transfer,SRC_000061,0.54,,ACT_0022,,medium
TX_001079,WALLET_SYN_0123,WALLET_SYN_0062,2026-08-13T00:00:00Z,0.713386,USDT_SIM,transfer,SRC_000106,0.85,ACT_0046,,,low
TX_001080,WALLET_SYN_0142,WALLET_SYN_0099,2024-12-13T04:37:32Z,0.889186,ETH_SIM,transfer,SRC_002986,0.8,,,,low
TX_001081,WALLET_SYN_0080,WALLET_SYN_0101,2026-06-26T10:20:14Z,0.804705,USDT_SIM,transfer,SRC_001014,0.6,,ACT_0013,,low
TX_001082,WALLET_SYN_0009,WALLET_SYN_0183,2026-08-10T00:00:00Z,0.0709,BTC_SIM,transfer,SRC_000278,0.57,,ACT_0011,,medium
TX_001083,WALLET_SYN_0178,WALLET_SYN_0028,2024-10-16T20:28:06Z,0.074543,BTC_SIM,escrow_release,SRC_001291,0.48,ACT_0041,ACT_0007,,medium
TX_001084,WALLET_SYN_0127,WALLET_SYN_0037,2026-08-28T00:00:00Z,0.055099,ETH_SIM,payment,SRC_002925,0.84,,,,medium
TX_001085,WALLET_SYN_0090,WALLET_SYN_0205,2025-04-14T22:04:42Z,0.102614,BTC_SIM,transfer,SRC_000807,0.64,ACT_0042,,,low
TX_001086,WALLET_SYN_0017,WALLET_SYN_0025,2026-08-08T00:00:00Z,0.134354,USDT_SIM,split,SRC_003787,0.55,ACT_0012,ACT_0029,,medium
TX_001087,WALLET_SYN_0196,WALLET_SYN_0133,2026-08-29T00:00:00Z,0.477946,ETH_SIM,transfer,SRC_005559,0.42,,ACT_0034,,low
TX_001088,WALLET_SYN_0194,WALLET_SYN_0073,2026-08-07T00:00:00Z,0.133631,ETH_SIM,transfer,SRC_004550,0.35,ACT_0050,,TXCLUSTER_031,low
TX_001089,WALLET_SYN_0176,WALLET_SYN_0083,2026-06-07T04:42:59Z,0.103956,BTC_SIM,consolidation,SRC_000797,0.8,ACT_0012,,,medium
TX_001090,WALLET_SYN_0109,WALLET_SYN_0022,2025-09-02T22:06:12Z,0.393693,ETH_SIM,escrow_release,SRC_003338,0.22,ACT_0045,ACT_0055,,low
TX_001091,WALLET_SYN_0096,WALLET_SYN_0129,2026-03-03T18:43:51Z,3.102677,ETH_SIM,payment,SRC_003711,0.54,,,,low
TX_001092,WALLET_SYN_0191,WALLET_SYN_0200,2026-08-11T00:00:00Z,0.260382,USDT_SIM,transfer,SRC_002802,0.61,ACT_0009,,,low
TX_001093,WALLET_SYN_0067,WALLET_SYN_0158,2026-08-27T00:00:00Z,0.002733,BTC_SIM,transfer,SRC_001975,0.7,ACT_0015,,,low
TX_001094,WALLET_SYN_0084,WALLET_SYN_0030,2026-08-04T00:00:00Z,0.651024,USDT_SIM,transfer,SRC_002083,0.29,ACT_0027,,,medium
TX_001095,WALLET_SYN_0123,WALLET_SYN_0119,2026-08-06T00:00:00Z,1.71496,ETH_SIM,payment,SRC_004910,0.51,ACT_0046,,,medium
TX_001096,WALLET_SYN_0084,WALLET_SYN_0074,2026-08-14T00:00:00Z,1.117569,BTC_SIM,escrow_release,SRC_005508,0.73,ACT_0027,ACT_0024,TXCLUSTER_032,low
TX_001097,WALLET_SYN_0055,WALLET_SYN_0148,2026-08-13T00:00:00Z,0.374581,USDT_SIM,transfer,SRC_000416,0.94,ACT_0032,,,medium
TX_001098,WALLET_SYN_0131,WALLET_SYN_0204,2026-08-02T00:00:00Z,1.860222,BTC_SIM,payment,SRC_004027,0.74,,ACT_0041,,medium
TX_001099,WALLET_SYN_0209,WALLET_SYN_0128,2025-08-05T11:56:59Z,0.099291,ETH_SIM,escrow_release,SRC_004923,0.71,,,,low
TX_001100,WALLET_SYN_0062,WALLET_SYN_0161,2026-08-14T00:00:00Z,0.200793,ETH_SIM,consolidation,SRC_005801,0.4,,,,medium
TX_001101,WALLET_SYN_0048,WALLET_SYN_0061,2026-08-25T00:00:00Z,0.166231,BTC_SIM,transfer,SRC_001314,0.84,ACT_0050,ACT_0012,,low
TX_001102,WALLET_SYN_0004,WALLET_SYN_0184,2025-10-30T17:55:46Z,0.220589,ETH_SIM,transfer,SRC_003444,0.78,,,TXCLUSTER_033,medium
TX_001103,WALLET_SYN_0031,WALLET_SYN_0064,2024-12-08T18:40:31Z,0.012415,ETH_SIM,escrow_release,SRC_000472,0.56,,ACT_0041,,low
TX_001104,WALLET_SYN_0119,WALLET_SYN_0099,2026-08-11T00:00:00Z,0.066027,USDT_SIM,consolidation,SRC_000958,0.68,,,,low
TX_001105,WALLET_SYN_0131,WALLET_SYN_0057,2026-08-30T00:39:48Z,0.6252,USDT_SIM,transfer,SRC_003516,0.53,,ACT_0056,,low
TX_001106,WALLET_SYN_0181,WALLET_SYN_0202,2026-08-05T00:00:00Z,0.038721,BTC_SIM,transfer,SRC_001660,0.82,,ACT_0046,,low
TX_001107,WALLET_SYN_0073,WALLET_SYN_0016,2026-08-06T00:00:00Z,0.267405,USDT_SIM,transfer,SRC_005588,0.48,,ACT_0026,,high
TX_001108,WALLET_SYN_0117,WALLET_SYN_0040,2026-06-30T11:28:43Z,0.082516,USDT_SIM,payment,SRC_004318,0.56,,,,low
TX_001109,WALLET_SYN_0178,WALLET_SYN_0120,2026-08-13T00:00:00Z,0.364492,BTC_SIM,split,SRC_002549,0.5,ACT_0041,ACT_0040,,low
TX_001110,WALLET_SYN_0060,WALLET_SYN_0017,2026-08-28T00:00:00Z,0.180205,BTC_SIM,escrow_release,SRC_002928,0.78,,ACT_0012,,low
TX_001111,WALLET_SYN_0211,WALLET_SYN_0130,2025-09-29T11:28:43Z,0.112534,USDT_SIM,transfer,SRC_003193,0.2,,,,low
TX_001112,WALLET_SYN_0148,WALLET_SYN_0025,2025-06-04T18:21:03Z,0.299293,USDT_SIM,transfer,SRC_001543,0.61,,ACT_0029,,low
TX_001113,WALLET_SYN_0159,WALLET_SYN_0091,2026-08-06T00:00:00Z,0.967528,USDT_SIM,consolidation,SRC_001441,0.59,ACT_0015,ACT_0060,,low
TX_001114,WALLET_SYN_0031,WALLET_SYN_0193,2025-12-29T00:56:31Z,0.094237,BTC_SIM,escrow_release,SRC_002745,0.28,,,,low
TX_001115,WALLET_SYN_0168,WALLET_SYN_0128,2026-08-10T00:00:00Z,0.474545,BTC_SIM,transfer,SRC_002908,0.71,ACT_0003,,,low
TX_001116,WALLET_SYN_0130,WALLET_SYN_0141,2025-11-09T10:13:48Z,1.083447,BTC_SIM,split,SRC_001519,0.85,,,,low
TX_001117,WALLET_SYN_0027,WALLET_SYN_0016,2026-08-10T00:00:00Z,0.042634,ETH_SIM,payment,SRC_004513,0.78,ACT_0004,ACT_0026,,low
TX_001118,WALLET_SYN_0157,WALLET_SYN_0147,2025-01-27T20:05:11Z,0.236323,BTC_SIM,split,SRC_002058,0.46,,,,low
TX_001119,WALLET_SYN_0151,WALLET_SYN_0111,2025-11-24T01:12:14Z,0.864711,USDT_SIM,transfer,SRC_003768,0.77,,ACT_0029,,medium
TX_001120,WALLET_SYN_0092,WALLET_SYN_0133,2026-05-06T10:37:19Z,0.928238,ETH_SIM,payment,SRC_005514,0.59,ACT_0004,ACT_0034,,low
TX_001121,WALLET_SYN_0045,WALLET_SYN_0118,2024-04-25T08:56:39Z,0.033961,USDT_SIM,escrow_release,SRC_003568,0.26,ACT_0033,,,medium
TX_001122,WALLET_SYN_0214,WALLET_SYN_0173,2026-06-03T01:20:48Z,0.152419,ETH_SIM,consolidation,SRC_003198,0.25,,ACT_0030,,low
TX_001123,WALLET_SYN_0119,WALLET_SYN_0010,2026-07-27T04:44:17Z,0.108463,BTC_SIM,transfer,SRC_005713,0.58,,,,high
