indicator_id,actor_id,indicator_type,indicator_value,source_id,observed_at,indicator_detail,match_target,confidence,status,evidence_id
INFRA_001125,ACT_0007,dns_relationship,infra-host-1125.synthetic,SRC_000247,2026-08-18T00:00:00Z,DNS relationship links infra-host-1125.synthetic to other nodes in INFRA_CLUSTER_34.,INFRA_CLUSTER_34,0.43,active,EVD_001125
INFRA_001126,ACT_0002,dns_relationship,infra-host-1126.synthetic,SRC_004222,2026-08-03T00:00:00Z,DNS relationship links infra-host-1126.synthetic to other nodes in INFRA_CLUSTER_12.,INFRA_CLUSTER_12,0.57,stale,EVD_001126
INFRA_001127,ACT_0014,server_banner,banner-synth-caddy-38,SRC_000257,2026-08-26T00:00:00Z,Server banner fingerprint 'banner-synth-caddy-38' matches prior observations in INFRA_CLUSTER_21.,INFRA_CLUSTER_21,0.45,stale,EVD_001127
INFRA_001128,ACT_0028,descriptor_inconsistency,infra-host-1128.synthetic,SRC_001352,2026-06-05T00:56:31Z,Descriptor metadata for infra-host-1128.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_30.,INFRA_CLUSTER_30,0.56,unverified,EVD_001128
INFRA_001129,,server_status_exposure,infra-host-1129.synthetic,SRC_001448,2026-08-10T00:00:00Z,"Simulated status endpoint exposure detected on infra-host-1129.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_34,0.45,unverified,EVD_001129
INFRA_001130,,infrastructure_overlap,infra-host-1130.synthetic,SRC_003123,2025-07-28T21:22:52Z,Direct infrastructure overlap between infra-host-1130.synthetic and known INFRA_CLUSTER_24 nodes.,INFRA_CLUSTER_24,0.24,retired,EVD_001130
INFRA_001131,,service_banner,banner-synth-nginx-42,SRC_000698,2025-01-10T18:21:03Z,Service banner text for banner-synth-nginx-42 closely matches banner text used elsewhere in INFRA_CLUSTER_19.,INFRA_CLUSTER_19,0.45,active,EVD_001131
INFRA_001132,ACT_0023,infrastructure_overlap,infra-host-1132.synthetic,SRC_001893,2026-08-08T00:00:00Z,Direct infrastructure overlap between infra-host-1132.synthetic and known INFRA_CLUSTER_26 nodes.,INFRA_CLUSTER_26,0.77,stale,EVD_001132
INFRA_001133,ACT_0034,server_banner,banner-synth-apache-44,SRC_005659,2026-08-17T00:00:00Z,Server banner fingerprint 'banner-synth-apache-44' matches prior observations in INFRA_CLUSTER_28.,INFRA_CLUSTER_28,0.63,unverified,EVD_001133
INFRA_001134,ACT_0018,infrastructure_overlap,infra-host-1134.synthetic,SRC_004338,2026-08-15T00:00:00Z,Direct infrastructure overlap between infra-host-1134.synthetic and known INFRA_CLUSTER_36 nodes.,INFRA_CLUSTER_36,0.33,stale,EVD_001134
INFRA_001135,ACT_0041,certificate_metadata,infra-host-1135.synthetic,SRC_002436,2026-08-15T00:00:00Z,Certificate issuance pattern for infra-host-1135.synthetic aligns with INFRA_CLUSTER_07 timeline.,INFRA_CLUSTER_07,0.74,retired,EVD_001135
INFRA_001136,ACT_0003,server_banner,banner-synth-apache-47,SRC_003572,2026-07-24T18:08:11Z,Server banner fingerprint 'banner-synth-apache-47' matches prior observations in INFRA_CLUSTER_03.,INFRA_CLUSTER_03,0.39,retired,EVD_001136
INFRA_001137,ACT_0042,server_status_exposure,infra-host-1137.synthetic,SRC_004638,2026-08-19T16:19:50Z,"Simulated status endpoint exposure detected on infra-host-1137.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_39,0.35,retired,EVD_001137
INFRA_001138,ACT_0055,certificate_metadata,infra-host-1138.synthetic,SRC_005137,2026-07-07T08:56:39Z,Certificate issuance pattern for infra-host-1138.synthetic aligns with INFRA_CLUSTER_24 timeline.,INFRA_CLUSTER_24,0.7,stale,EVD_001138
INFRA_001139,ACT_0047,infrastructure_overlap,infra-host-1139.synthetic,SRC_004565,2026-08-23T00:00:00Z,Direct infrastructure overlap between infra-host-1139.synthetic and known INFRA_CLUSTER_36 nodes.,INFRA_CLUSTER_36,0.69,active,EVD_001139
INFRA_001140,,certificate_metadata,infra-host-1140.synthetic,SRC_001994,2026-07-22T11:56:59Z,Certificate issuance pattern for infra-host-1140.synthetic aligns with INFRA_CLUSTER_39 timeline.,INFRA_CLUSTER_39,0.44,active,EVD_001140
INFRA_001141,ACT_0018,domain,demo-node-1141.synthetic,SRC_000144,2026-08-17T00:00:00Z,Synthetic domain demo-node-1141.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_36.,INFRA_CLUSTER_36,0.5,active,EVD_001141
INFRA_001142,ACT_0024,server_banner,banner-synth-caddy-53,SRC_004436,2026-08-03T00:00:00Z,Server banner fingerprint 'banner-synth-caddy-53' matches prior observations in INFRA_CLUSTER_34.,INFRA_CLUSTER_34,0.42,retired,EVD_001142
INFRA_001143,ACT_0010,descriptor_inconsistency,infra-host-1143.synthetic,SRC_002988,2026-08-14T00:00:00Z,Descriptor metadata for infra-host-1143.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_24.,INFRA_CLUSTER_24,0.33,active,EVD_001143
INFRA_001144,ACT_0020,server_banner,banner-synth-caddy-55,SRC_000791,2025-12-04T08:12:20Z,Server banner fingerprint 'banner-synth-caddy-55' matches prior observations in INFRA_CLUSTER_34.,INFRA_CLUSTER_34,0.21,active,EVD_001144
INFRA_001145,,server_banner,banner-synth-caddy-56,SRC_005062,2026-08-11T00:00:00Z,Server banner fingerprint 'banner-synth-caddy-56' matches prior observations in INFRA_CLUSTER_10.,INFRA_CLUSTER_10,0.1,unverified,EVD_001145
INFRA_001146,ACT_0012,hosting_fingerprint,infra-host-1146.synthetic,SRC_002239,2026-05-24T20:28:06Z,Hosting fingerprint for infra-host-1146.synthetic consistent with other INFRA_CLUSTER_24 infrastructure.,INFRA_CLUSTER_24,0.29,unverified,EVD_001146
INFRA_001147,ACT_0028,clearnet_association,infra-host-1147.synthetic,SRC_003447,2025-04-06T20:05:11Z,"Clearnet mirror association found for infra-host-1147.synthetic, weak confidence link to INFRA_CLUSTER_30.",INFRA_CLUSTER_30,0.18,unverified,EVD_001147
INFRA_001148,ACT_0019,domain,demo-node-1148.synthetic,SRC_004931,2024-06-08T08:56:39Z,Synthetic domain demo-node-1148.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_19.,INFRA_CLUSTER_19,0.72,stale,EVD_001148
INFRA_001149,ACT_0027,tls_certificate,cert-synth-1149,SRC_002276,2025-06-06T02:17:28Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_31.,INFRA_CLUSTER_31,0.47,active,EVD_001149
INFRA_001150,ACT_0046,infrastructure_overlap,infra-host-1150.synthetic,SRC_005680,2025-12-23T18:00:37Z,Direct infrastructure overlap between infra-host-1150.synthetic and known INFRA_CLUSTER_34 nodes.,INFRA_CLUSTER_34,0.33,stale,EVD_001150
INFRA_001151,ACT_0034,clearnet_association,infra-host-1151.synthetic,SRC_001638,2026-08-25T00:00:00Z,"Clearnet mirror association found for infra-host-1151.synthetic, weak confidence link to INFRA_CLUSTER_28.",INFRA_CLUSTER_28,0.56,unverified,EVD_001151
INFRA_001152,ACT_0006,tls_certificate,cert-synth-1152,SRC_005600,2024-11-26T21:47:44Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_15.,INFRA_CLUSTER_15,0.75,active,EVD_001152
INFRA_001153,,server_status_exposure,infra-host-1153.synthetic,SRC_004051,2026-08-18T00:00:00Z,"Simulated status endpoint exposure detected on infra-host-1153.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_28,0.35,retired,EVD_001153
INFRA_001154,ACT_0042,server_banner,banner-synth-nginx-65,SRC_003877,2026-08-31T00:00:00Z,Server banner fingerprint 'banner-synth-nginx-65' matches prior observations in INFRA_CLUSTER_39.,INFRA_CLUSTER_39,0.6,unverified,EVD_001154
INFRA_001155,,server_banner,banner-synth-apache-66,SRC_004181,2024-05-07T22:04:42Z,Server banner fingerprint 'banner-synth-apache-66' matches prior observations in INFRA_CLUSTER_10.,INFRA_CLUSTER_10,0.72,stale,EVD_001155
INFRA_001156,ACT_0056,clearnet_association,infra-host-1156.synthetic,SRC_000954,2026-06-15T21:36:22Z,"Clearnet mirror association found for infra-host-1156.synthetic, weak confidence link to INFRA_CLUSTER_16.",INFRA_CLUSTER_16,0.49,active,EVD_001156
INFRA_001157,ACT_0045,service_banner,banner-synth-apache-68,SRC_001106,2026-08-19T00:00:00Z,Service banner text for banner-synth-apache-68 closely matches banner text used elsewhere in INFRA_CLUSTER_39.,INFRA_CLUSTER_39,0.09,stale,EVD_001157
INFRA_001158,ACT_0055,dns_relationship,infra-host-1158.synthetic,SRC_003475,2026-07-25T15:36:14Z,DNS relationship links infra-host-1158.synthetic to other nodes in INFRA_CLUSTER_24.,INFRA_CLUSTER_24,0.33,stale,EVD_001158
INFRA_001159,ACT_0045,service_banner,banner-synth-apache-70,SRC_005165,2025-03-06T21:36:22Z,Service banner text for banner-synth-apache-70 closely matches banner text used elsewhere in INFRA_CLUSTER_39.,INFRA_CLUSTER_39,0.54,active,EVD_001159
INFRA_001160,ACT_0057,service_banner,banner-synth-caddy-71,SRC_002780,2026-04-29T00:56:31Z,Service banner text for banner-synth-caddy-71 closely matches banner text used elsewhere in INFRA_CLUSTER_12.,INFRA_CLUSTER_12,0.54,retired,EVD_001160
INFRA_001161,,dns_relationship,infra-host-1161.synthetic,SRC_004292,2025-06-19T10:13:36Z,DNS relationship links infra-host-1161.synthetic to other nodes in INFRA_CLUSTER_07.,INFRA_CLUSTER_07,0.74,active,EVD_001161
INFRA_001162,ACT_0014,dns_relationship,infra-host-1162.synthetic,SRC_003567,2026-05-29T19:15:51Z,DNS relationship links infra-host-1162.synthetic to other nodes in INFRA_CLUSTER_21.,INFRA_CLUSTER_21,0.5,active,EVD_001162
INFRA_001163,,server_banner,banner-synth-caddy-74,SRC_001204,2026-08-28T00:00:00Z,Server banner fingerprint 'banner-synth-caddy-74' matches prior observations in INFRA_CLUSTER_03.,INFRA_CLUSTER_03,0.39,unverified,EVD_001163
INFRA_001164,ACT_0040,tls_certificate,cert-synth-1164,SRC_003145,2026-08-04T00:00:00Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_10.,INFRA_CLUSTER_10,0.05,stale,EVD_001164
INFRA_001165,ACT_0019,domain,demo-node-1165.synthetic,SRC_004324,2026-08-21T04:42:59Z,Synthetic domain demo-node-1165.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_19.,INFRA_CLUSTER_19,0.62,retired,EVD_001165
INFRA_001166,,certificate_metadata,infra-host-1166.synthetic,SRC_002244,2026-08-02T00:00:00Z,Certificate issuance pattern for infra-host-1166.synthetic aligns with INFRA_CLUSTER_35 timeline.,INFRA_CLUSTER_35,0.2,active,EVD_001166
INFRA_001167,ACT_0046,clearnet_association,infra-host-1167.synthetic,SRC_003741,2025-09-10T13:12:42Z,"Clearnet mirror association found for infra-host-1167.synthetic, weak confidence link to INFRA_CLUSTER_34.",INFRA_CLUSTER_34,0.57,stale,EVD_001167
INFRA_001168,,server_status_exposure,infra-host-1168.synthetic,SRC_005099,2026-08-27T00:00:00Z,"Simulated status endpoint exposure detected on infra-host-1168.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_27,0.43,stale,EVD_001168
INFRA_001169,,server_status_exposure,infra-host-1169.synthetic,SRC_000299,2026-06-29T12:53:27Z,"Simulated status endpoint exposure detected on infra-host-1169.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_32,0.47,active,EVD_001169
INFRA_001170,,clearnet_association,infra-host-1170.synthetic,SRC_000465,2025-10-31T08:12:20Z,"Clearnet mirror association found for infra-host-1170.synthetic, weak confidence link to INFRA_CLUSTER_06.",INFRA_CLUSTER_06,0.24,retired,EVD_001170
INFRA_001171,ACT_0024,server_status_exposure,infra-host-1171.synthetic,SRC_005287,2025-03-01T07:17:31Z,"Simulated status endpoint exposure detected on infra-host-1171.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_34,0.21,unverified,EVD_001171
INFRA_001172,,dns_relationship,infra-host-1172.synthetic,SRC_004059,2025-10-21T20:28:06Z,DNS relationship links infra-host-1172.synthetic to other nodes in INFRA_CLUSTER_31.,INFRA_CLUSTER_31,0.25,unverified,EVD_001172
INFRA_001173,,infrastructure_overlap,infra-host-1173.synthetic,SRC_005227,2025-11-14T12:12:24Z,Direct infrastructure overlap between infra-host-1173.synthetic and known INFRA_CLUSTER_08 nodes.,INFRA_CLUSTER_08,0.35,stale,EVD_001173
INFRA_001174,ACT_0034,descriptor_inconsistency,infra-host-1174.synthetic,SRC_002685,2024-05-16T22:04:42Z,Descriptor metadata for infra-host-1174.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_28.,INFRA_CLUSTER_28,0.32,active,EVD_001174
INFRA_001175,ACT_0026,certificate_metadata,infra-host-1175.synthetic,SRC_005778,2025-02-02T21:36:22Z,Certificate issuance pattern for infra-host-1175.synthetic aligns with INFRA_CLUSTER_10 timeline.,INFRA_CLUSTER_10,0.4,active,EVD_001175
INFRA_001176,ACT_0004,clearnet_association,infra-host-1176.synthetic,SRC_005363,2026-08-09T00:00:00Z,"Clearnet mirror association found for infra-host-1176.synthetic, weak confidence link to INFRA_CLUSTER_38.",INFRA_CLUSTER_38,0.3,unverified,EVD_001176
INFRA_001177,ACT_0035,certificate_metadata,infra-host-1177.synthetic,SRC_000325,2024-08-19T01:12:14Z,Certificate issuance pattern for infra-host-1177.synthetic aligns with INFRA_CLUSTER_15 timeline.,INFRA_CLUSTER_15,0.43,active,EVD_001177
INFRA_001178,ACT_0017,clearnet_association,infra-host-1178.synthetic,SRC_000458,2024-07-18T01:12:14Z,"Clearnet mirror association found for infra-host-1178.synthetic, weak confidence link to INFRA_CLUSTER_08.",INFRA_CLUSTER_08,0.56,unverified,EVD_001178
INFRA_001179,ACT_0001,hosting_fingerprint,infra-host-1179.synthetic,SRC_001133,2026-08-04T00:00:00Z,Hosting fingerprint for infra-host-1179.synthetic consistent with other INFRA_CLUSTER_08 infrastructure.,INFRA_CLUSTER_08,0.37,stale,EVD_001179
INFRA_001180,ACT_0055,dns_relationship,infra-host-1180.synthetic,SRC_002705,2026-08-13T15:47:40Z,DNS relationship links infra-host-1180.synthetic to other nodes in INFRA_CLUSTER_24.,INFRA_CLUSTER_24,0.05,active,EVD_001180
INFRA_001181,ACT_0041,dns_relationship,infra-host-1181.synthetic,SRC_001498,2026-08-21T00:00:00Z,DNS relationship links infra-host-1181.synthetic to other nodes in INFRA_CLUSTER_07.,INFRA_CLUSTER_07,0.1,retired,EVD_001181
INFRA_001182,,certificate_metadata,infra-host-1182.synthetic,SRC_002478,2026-03-24T15:36:14Z,Certificate issuance pattern for infra-host-1182.synthetic aligns with INFRA_CLUSTER_24 timeline.,INFRA_CLUSTER_24,0.6,unverified,EVD_001182
INFRA_001183,ACT_0039,descriptor_inconsistency,infra-host-1183.synthetic,SRC_004973,2026-08-10T00:00:00Z,Descriptor metadata for infra-host-1183.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_18.,INFRA_CLUSTER_18,0.53,active,EVD_001183
INFRA_001184,ACT_0040,clearnet_association,infra-host-1184.synthetic,SRC_003627,2026-08-25T00:00:00Z,"Clearnet mirror association found for infra-host-1184.synthetic, weak confidence link to INFRA_CLUSTER_10.",INFRA_CLUSTER_10,0.59,retired,EVD_001184
INFRA_001185,ACT_0059,server_banner,banner-synth-apache-96,SRC_003361,2025-08-29T11:07:27Z,Server banner fingerprint 'banner-synth-apache-96' matches prior observations in INFRA_CLUSTER_05.,INFRA_CLUSTER_05,0.5,active,EVD_001185
INFRA_001186,ACT_0007,service_banner,banner-synth-caddy-97,SRC_002577,2025-10-30T10:37:19Z,Service banner text for banner-synth-caddy-97 closely matches banner text used elsewhere in INFRA_CLUSTER_34.,INFRA_CLUSTER_34,0.18,unverified,EVD_001186
INFRA_001187,ACT_0034,dns_relationship,infra-host-1187.synthetic,SRC_000914,2026-08-30T00:00:00Z,DNS relationship links infra-host-1187.synthetic to other nodes in INFRA_CLUSTER_28.,INFRA_CLUSTER_28,0.2,active,EVD_001187
INFRA_001188,ACT_0055,tls_certificate,cert-synth-1188,SRC_003629,2026-08-19T00:00:00Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_24.,INFRA_CLUSTER_24,0.37,retired,EVD_001188
INFRA_001189,ACT_0012,infrastructure_overlap,infra-host-1189.synthetic,SRC_002799,2026-08-27T00:00:00Z,Direct infrastructure overlap between infra-host-1189.synthetic and known INFRA_CLUSTER_24 nodes.,INFRA_CLUSTER_24,0.51,active,EVD_001189
INFRA_001190,ACT_0019,clearnet_association,infra-host-1190.synthetic,SRC_001167,2026-08-07T18:10:40Z,"Clearnet mirror association found for infra-host-1190.synthetic, weak confidence link to INFRA_CLUSTER_19.",INFRA_CLUSTER_19,0.6,retired,EVD_001190
INFRA_001191,ACT_0024,hosting_fingerprint,infra-host-1191.synthetic,SRC_001251,2026-08-25T00:00:00Z,Hosting fingerprint for infra-host-1191.synthetic consistent with other INFRA_CLUSTER_34 infrastructure.,INFRA_CLUSTER_34,0.09,active,EVD_001191
INFRA_001192,ACT_0048,service_banner,banner-synth-apache-04,SRC_002340,2025-07-02T22:38:20Z,Service banner text for banner-synth-apache-04 closely matches banner text used elsewhere in INFRA_CLUSTER_26.,INFRA_CLUSTER_26,0.76,retired,EVD_001192
INFRA_001193,ACT_0045,tls_certificate,cert-synth-1193,SRC_002589,2026-08-20T00:00:00Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_39.,INFRA_CLUSTER_39,0.56,active,EVD_001193
INFRA_001194,ACT_0004,descriptor_inconsistency,infra-host-1194.synthetic,SRC_001414,2025-07-20T17:55:46Z,Descriptor metadata for infra-host-1194.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_38.,INFRA_CLUSTER_38,0.05,retired,EVD_001194
INFRA_001195,ACT_0018,domain,demo-node-1195.synthetic,SRC_001272,2026-08-26T00:00:00Z,Synthetic domain demo-node-1195.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_36.,INFRA_CLUSTER_36,0.46,stale,EVD_001195
INFRA_001196,ACT_0019,infrastructure_overlap,infra-host-1196.synthetic,SRC_001671,2026-08-19T00:00:00Z,Direct infrastructure overlap between infra-host-1196.synthetic and known INFRA_CLUSTER_19 nodes.,INFRA_CLUSTER_19,0.28,retired,EVD_001196
INFRA_001197,ACT_0009,hosting_fingerprint,infra-host-1197.synthetic,SRC_005705,2026-08-27T00:00:00Z,Hosting fingerprint for infra-host-1197.synthetic consistent with other INFRA_CLUSTER_38 infrastructure.,INFRA_CLUSTER_38,0.16,unverified,EVD_001197
INFRA_001198,ACT_0010,server_banner,banner-synth-caddy-10,SRC_005322,2026-08-17T10:37:19Z,Server banner fingerprint 'banner-synth-caddy-10' matches prior observations in INFRA_CLUSTER_24.,INFRA_CLUSTER_24,0.55,active,EVD_001198
INFRA_001199,ACT_0052,certificate_metadata,infra-host-1199.synthetic,SRC_002898,2024-03-17T08:56:39Z,Certificate issuance pattern for infra-host-1199.synthetic aligns with INFRA_CLUSTER_23 timeline.,INFRA_CLUSTER_23,0.59,stale,EVD_001199
INFRA_001200,ACT_0021,server_status_exposure,infra-host-1200.synthetic,SRC_000567,2025-09-28T01:20:48Z,"Simulated status endpoint exposure detected on infra-host-1200.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_22,0.74,unverified,EVD_001200
INFRA_001201,,infrastructure_overlap,infra-host-1201.synthetic,SRC_005599,2026-08-04T00:00:00Z,Direct infrastructure overlap between infra-host-1201.synthetic and known INFRA_CLUSTER_39 nodes.,INFRA_CLUSTER_39,0.65,retired,EVD_001201
INFRA_001202,,dns_relationship,infra-host-1202.synthetic,SRC_005530,2026-08-14T00:00:00Z,DNS relationship links infra-host-1202.synthetic to other nodes in INFRA_CLUSTER_02.,INFRA_CLUSTER_02,0.38,active,EVD_001202
INFRA_001203,ACT_0033,server_banner,banner-synth-apache-15,SRC_005716,2025-02-07T20:05:11Z,Server banner fingerprint 'banner-synth-apache-15' matches prior observations in INFRA_CLUSTER_08.,INFRA_CLUSTER_08,0.08,active,EVD_001203
INFRA_001204,ACT_0037,infrastructure_overlap,infra-host-1204.synthetic,SRC_001012,2026-08-29T00:00:00Z,Direct infrastructure overlap between infra-host-1204.synthetic and known INFRA_CLUSTER_33 nodes.,INFRA_CLUSTER_33,0.43,active,EVD_001204
INFRA_001205,ACT_0035,domain,demo-node-1205.synthetic,SRC_002199,2026-03-31T11:28:43Z,Synthetic domain demo-node-1205.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_15.,INFRA_CLUSTER_15,0.46,active,EVD_001205
INFRA_001206,ACT_0042,descriptor_inconsistency,infra-host-1206.synthetic,SRC_001842,2024-07-28T13:12:42Z,Descriptor metadata for infra-host-1206.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_39.,INFRA_CLUSTER_39,0.58,retired,EVD_001206
INFRA_001207,ACT_0017,server_banner,banner-synth-nginx-19,SRC_000062,2026-08-27T00:00:00Z,Server banner fingerprint 'banner-synth-nginx-19' matches prior observations in INFRA_CLUSTER_08.,INFRA_CLUSTER_08,0.5,unverified,EVD_001207
INFRA_001208,ACT_0023,server_status_exposure,infra-host-1208.synthetic,SRC_000743,2026-08-06T00:00:00Z,"Simulated status endpoint exposure detected on infra-host-1208.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_26,0.59,unverified,EVD_001208
INFRA_001209,ACT_0048,dns_relationship,infra-host-1209.synthetic,SRC_003332,2025-01-01T21:22:52Z,DNS relationship links infra-host-1209.synthetic to other nodes in INFRA_CLUSTER_26.,INFRA_CLUSTER_26,0.49,active,EVD_001209
INFRA_001210,ACT_0007,dns_relationship,infra-host-1210.synthetic,SRC_004375,2025-07-22T22:04:42Z,DNS relationship links infra-host-1210.synthetic to other nodes in INFRA_CLUSTER_34.,INFRA_CLUSTER_34,0.69,stale,EVD_001210
INFRA_001211,ACT_0032,server_status_exposure,infra-host-1211.synthetic,SRC_002915,2025-10-15T15:43:16Z,"Simulated status endpoint exposure detected on infra-host-1211.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_40,0.29,retired,EVD_001211
INFRA_001212,ACT_0002,infrastructure_overlap,infra-host-1212.synthetic,SRC_004455,2026-01-11T11:28:43Z,Direct infrastructure overlap between infra-host-1212.synthetic and known INFRA_CLUSTER_12 nodes.,INFRA_CLUSTER_12,0.25,unverified,EVD_001212
INFRA_001213,ACT_0048,tls_certificate,cert-synth-1213,SRC_004223,2026-03-31T22:04:42Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_26.,INFRA_CLUSTER_26,0.18,active,EVD_001213
INFRA_001214,ACT_0047,clearnet_association,infra-host-1214.synthetic,SRC_003142,2024-07-14T02:17:28Z,"Clearnet mirror association found for infra-host-1214.synthetic, weak confidence link to INFRA_CLUSTER_36.",INFRA_CLUSTER_36,0.58,retired,EVD_001214
INFRA_001215,ACT_0006,server_banner,banner-synth-nginx-27,SRC_002633,2026-01-17T10:37:19Z,Server banner fingerprint 'banner-synth-nginx-27' matches prior observations in INFRA_CLUSTER_15.,INFRA_CLUSTER_15,0.43,retired,EVD_001215
INFRA_001216,ACT_0007,dns_relationship,infra-host-1216.synthetic,SRC_001017,2026-08-18T00:00:00Z,DNS relationship links infra-host-1216.synthetic to other nodes in INFRA_CLUSTER_34.,INFRA_CLUSTER_34,0.57,unverified,EVD_001216
INFRA_001217,,domain,demo-node-1217.synthetic,SRC_001755,2026-06-06T18:08:11Z,Synthetic domain demo-node-1217.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_14.,INFRA_CLUSTER_14,0.5,stale,EVD_001217
INFRA_001218,ACT_0007,hosting_fingerprint,infra-host-1218.synthetic,SRC_004732,2026-08-02T00:00:00Z,Hosting fingerprint for infra-host-1218.synthetic consistent with other INFRA_CLUSTER_34 infrastructure.,INFRA_CLUSTER_34,0.5,unverified,EVD_001218
INFRA_001219,ACT_0025,descriptor_inconsistency,infra-host-1219.synthetic,SRC_004721,2025-09-02T22:04:42Z,Descriptor metadata for infra-host-1219.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_36.,INFRA_CLUSTER_36,0.44,active,EVD_001219
INFRA_001220,ACT_0013,server_status_exposure,infra-host-1220.synthetic,SRC_003441,2026-07-31T01:20:48Z,"Simulated status endpoint exposure detected on infra-host-1220.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_05,0.34,stale,EVD_001220
INFRA_001221,,service_banner,banner-synth-caddy-33,SRC_000465,2026-08-14T00:00:00Z,Service banner text for banner-synth-caddy-33 closely matches banner text used elsewhere in INFRA_CLUSTER_23.,INFRA_CLUSTER_23,0.63,stale,EVD_001221
INFRA_001222,ACT_0035,dns_relationship,infra-host-1222.synthetic,SRC_003865,2026-08-03T00:00:00Z,DNS relationship links infra-host-1222.synthetic to other nodes in INFRA_CLUSTER_15.,INFRA_CLUSTER_15,0.51,unverified,EVD_001222
INFRA_001223,ACT_0002,service_banner,banner-synth-nginx-35,SRC_005558,2026-04-23T15:43:16Z,Service banner text for banner-synth-nginx-35 closely matches banner text used elsewhere in INFRA_CLUSTER_12.,INFRA_CLUSTER_12,0.41,stale,EVD_001223
INFRA_001224,ACT_0031,tls_certificate,cert-synth-1224,SRC_004375,2026-08-23T00:00:00Z,Certificate metadata overlaps with synthetic domain group INFRA_CLUSTER_35.,INFRA_CLUSTER_35,0.26,unverified,EVD_001224
INFRA_001225,ACT_0009,hosting_fingerprint,infra-host-1225.synthetic,SRC_005164,2026-05-13T11:28:43Z,Hosting fingerprint for infra-host-1225.synthetic consistent with other INFRA_CLUSTER_38 infrastructure.,INFRA_CLUSTER_38,0.27,active,EVD_001225
INFRA_001226,ACT_0015,server_status_exposure,infra-host-1226.synthetic,SRC_005669,2024-09-12T10:20:14Z,"Simulated status endpoint exposure detected on infra-host-1226.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_04,0.21,unverified,EVD_001226
INFRA_001227,ACT_0020,domain,demo-node-1227.synthetic,SRC_003975,2026-01-16T19:36:25Z,Synthetic domain demo-node-1227.synthetic resolved via simulated crawler pass; associated with cluster INFRA_CLUSTER_34.,INFRA_CLUSTER_34,0.14,stale,EVD_001227
INFRA_001228,ACT_0025,server_status_exposure,infra-host-1228.synthetic,SRC_001981,2026-08-15T00:00:00Z,"Simulated status endpoint exposure detected on infra-host-1228.synthetic (non-exploitative, metadata only).",INFRA_CLUSTER_36,0.56,active,EVD_001228
INFRA_001229,ACT_0046,server_banner,banner-synth-apache-41,SRC_001625,2026-03-27T08:56:39Z,Server banner fingerprint 'banner-synth-apache-41' matches prior observations in INFRA_CLUSTER_34.,INFRA_CLUSTER_34,0.39,active,EVD_001229
INFRA_001230,ACT_0021,server_banner,banner-synth-nginx-42,SRC_000225,2026-08-07T00:00:00Z,Server banner fingerprint 'banner-synth-nginx-42' matches prior observations in INFRA_CLUSTER_22.,INFRA_CLUSTER_22,0.51,unverified,EVD_001230
INFRA_001231,,descriptor_inconsistency,infra-host-1231.synthetic,SRC_002969,2025-02-25T10:20:14Z,Descriptor metadata for infra-host-1231.synthetic shows inconsistency suggesting shared operator in INFRA_CLUSTER_34.,INFRA_CLUSTER_34,0.48,stale,EVD_001231
INFRA_001232,ACT_0021,clearnet_association,infra-host-1232.synthetic,SRC_002232,2025-02-05T19:31:51Z,"Clearnet mirror association found for infra-host-1232.synthetic, weak confidence link to INFRA_CLUSTER_22.",INFRA_CLUSTER_22,0.2,unverified,EVD_001232
