relationship_id,source_entity_type,source_entity_id,relationship_type,target_entity_type,target_entity_id,source_id,timestamp,confidence,evidence_id,relationship_status
REL_008819,actor,ACT_0050,ASSOCIATED_WITH,infrastructure,INFRA_001710,SRC_003648,2026-04-07T22:04:42Z,0.2,EVD_108819,confirmed
REL_008820,actor,ACT_0045,ASSOCIATED_WITH,infrastructure,INFRA_003142,SRC_004470,2024-11-30T10:20:14Z,0.56,EVD_108820,confirmed
REL_008821,actor,ACT_0057,ASSOCIATED_WITH,infrastructure,INFRA_004475,SRC_005181,2026-08-11T00:00:00Z,0.66,EVD_108821,confirmed
REL_008822,actor,ACT_0039,ASSOCIATED_WITH,infrastructure,INFRA_001257,SRC_000804,2025-10-01T22:06:12Z,0.55,EVD_108822,confirmed
REL_008823,actor,ACT_0060,ASSOCIATED_WITH,infrastructure,INFRA_003559,SRC_002509,2026-08-27T00:00:00Z,0.57,EVD_108823,confirmed
REL_008824,actor,ACT_0058,ASSOCIATED_WITH,infrastructure,INFRA_003323,SRC_004019,2026-07-28T18:10:40Z,0.44,EVD_108824,confirmed
REL_008825,actor,ACT_0007,ASSOCIATED_WITH,infrastructure,INFRA_001620,SRC_002364,2025-10-14T04:42:59Z,0.56,EVD_108825,confirmed
REL_008826,actor,ACT_0037,ASSOCIATED_WITH,infrastructure,INFRA_005451,SRC_003538,2026-05-02T21:22:52Z,0.27,EVD_108826,confirmed
REL_008827,actor,ACT_0050,ASSOCIATED_WITH,infrastructure,INFRA_004746,SRC_000956,2026-08-11T00:00:00Z,0.41,EVD_108827,confirmed
REL_008828,actor,ACT_0044,ASSOCIATED_WITH,infrastructure,INFRA_005105,SRC_005178,2026-08-03T00:00:00Z,0.26,EVD_108828,confirmed
REL_008829,actor,ACT_0023,ASSOCIATED_WITH,infrastructure,INFRA_005741,SRC_003327,2026-08-11T00:00:00Z,0.11,EVD_108829,confirmed
REL_008830,actor,ACT_0039,ASSOCIATED_WITH,infrastructure,INFRA_002663,SRC_000603,2025-02-19T10:13:48Z,0.13,EVD_108830,confirmed
REL_008831,actor,ACT_0057,ASSOCIATED_WITH,infrastructure,INFRA_004931,SRC_004421,2025-12-21T11:28:43Z,0.06,EVD_108831,confirmed
REL_008832,actor,ACT_0043,ASSOCIATED_WITH,infrastructure,INFRA_004687,SRC_002529,2026-08-10T00:00:00Z,0.48,EVD_108832,confirmed
REL_008833,actor,ACT_0013,ASSOCIATED_WITH,infrastructure,INFRA_004786,SRC_004116,2026-08-14T00:00:00Z,0.71,EVD_108833,confirmed
REL_008834,actor,ACT_0045,ASSOCIATED_WITH,infrastructure,INFRA_000182,SRC_005446,2026-04-19T01:20:48Z,0.37,EVD_108834,confirmed
REL_008835,actor,ACT_0043,ASSOCIATED_WITH,infrastructure,INFRA_004259,SRC_001338,2025-03-15T20:28:06Z,0.68,EVD_108835,confirmed
REL_008836,actor,ACT_0015,ASSOCIATED_WITH,infrastructure,INFRA_005295,SRC_001106,2026-08-30T00:00:00Z,0.67,EVD_108836,confirmed
REL_008837,actor,ACT_0001,ASSOCIATED_WITH,infrastructure,INFRA_005760,SRC_004338,2025-08-12T13:12:42Z,0.7,EVD_108837,confirmed
REL_008838,actor,ACT_0022,ASSOCIATED_WITH,infrastructure,INFRA_000657,SRC_001401,2026-08-19T00:00:00Z,0.47,EVD_108838,confirmed
REL_008839,actor,ACT_0015,ASSOCIATED_WITH,infrastructure,INFRA_001226,SRC_001476,2024-09-12T10:20:14Z,0.21,EVD_108839,confirmed
REL_008840,actor,ACT_0025,ASSOCIATED_WITH,infrastructure,INFRA_005189,SRC_001640,2026-03-10T00:39:48Z,0.24,EVD_108840,confirmed
REL_008841,actor,ACT_0030,ASSOCIATED_WITH,infrastructure,INFRA_005272,SRC_005213,2025-03-09T10:59:17Z,0.23,EVD_108841,confirmed
REL_008842,actor,ACT_0006,ASSOCIATED_WITH,infrastructure,INFRA_005306,SRC_001392,2026-08-24T00:00:00Z,0.24,EVD_108842,confirmed
REL_008843,actor,ACT_0012,ASSOCIATED_WITH,infrastructure,INFRA_003774,SRC_002905,2026-08-19T00:00:00Z,0.42,EVD_108843,confirmed
REL_008844,actor,ACT_0031,ASSOCIATED_WITH,infrastructure,INFRA_005625,SRC_003515,2025-05-08T04:37:32Z,0.1,EVD_108844,confirmed
REL_008845,actor,ACT_0039,ASSOCIATED_WITH,infrastructure,INFRA_005524,SRC_005743,2026-05-31T17:09:54Z,0.29,EVD_108845,confirmed
REL_008846,actor,ACT_0043,ASSOCIATED_WITH,infrastructure,INFRA_005866,SRC_000080,2026-08-18T00:00:00Z,0.3,EVD_108846,confirmed
REL_008847,actor,ACT_0058,ASSOCIATED_WITH,infrastructure,INFRA_002392,SRC_001035,2026-05-20T12:12:24Z,0.7,EVD_108847,confirmed
REL_008848,actor,ACT_0051,ASSOCIATED_WITH,infrastructure,INFRA_003623,SRC_000027,2026-08-07T00:00:00Z,0.33,EVD_108848,confirmed
REL_008849,actor,ACT_0046,ASSOCIATED_WITH,infrastructure,INFRA_003410,SRC_005803,2026-03-09T01:20:48Z,0.27,EVD_108849,confirmed
REL_008850,actor,ACT_0006,ASSOCIATED_WITH,infrastructure,INFRA_001608,SRC_001200,2026-08-25T00:00:00Z,0.6,EVD_108850,confirmed
REL_008851,actor,ACT_0012,ASSOCIATED_WITH,infrastructure,INFRA_000437,SRC_001845,2026-08-18T00:00:00Z,0.26,EVD_108851,confirmed
REL_008852,actor,ACT_0031,ASSOCIATED_WITH,infrastructure,INFRA_003299,SRC_001932,2025-10-14T01:12:14Z,0.06,EVD_108852,confirmed
REL_008853,actor,ACT_0050,ASSOCIATED_WITH,infrastructure,INFRA_002881,SRC_001137,2026-08-06T00:00:00Z,0.08,EVD_108853,confirmed
REL_008854,actor,ACT_0019,ASSOCIATED_WITH,infrastructure,INFRA_003839,SRC_000178,2026-02-13T15:43:16Z,0.44,EVD_108854,confirmed
REL_008855,actor,ACT_0007,ASSOCIATED_WITH,infrastructure,INFRA_000039,SRC_005770,2025-12-31T19:31:51Z,0.45,EVD_108855,confirmed
REL_008856,actor,ACT_0007,ASSOCIATED_WITH,infrastructure,INFRA_000402,SRC_001694,2026-08-29T00:00:00Z,0.43,EVD_108856,confirmed
REL_008857,actor,ACT_0054,ASSOCIATED_WITH,infrastructure,INFRA_004966,SRC_003038,2026-08-15T00:00:00Z,0.18,EVD_108857,confirmed
REL_008858,actor,ACT_0012,ASSOCIATED_WITH,infrastructure,INFRA_004885,SRC_003550,2026-07-21T18:00:37Z,0.53,EVD_108858,confirmed
REL_008859,actor,ACT_0059,ASSOCIATED_WITH,infrastructure,INFRA_004816,SRC_002452,2025-12-07T17:09:54Z,0.37,EVD_108859,confirmed
REL_008860,actor,ACT_0033,ASSOCIATED_WITH,infrastructure,INFRA_004843,SRC_005685,2026-08-09T00:00:00Z,0.67,EVD_108860,confirmed
REL_008861,actor,ACT_0020,ASSOCIATED_WITH,infrastructure,INFRA_001904,SRC_000868,2026-08-29T00:00:00Z,0.29,EVD_108861,confirmed
REL_008862,actor,ACT_0019,ASSOCIATED_WITH,infrastructure,INFRA_002329,SRC_000996,2024-05-19T04:37:32Z,0.22,EVD_108862,confirmed
REL_008863,actor,ACT_0043,ASSOCIATED_WITH,infrastructure,INFRA_006142,SRC_004092,2026-08-17T00:00:00Z,0.45,EVD_108863,confirmed
REL_008864,actor,ACT_0008,ASSOCIATED_WITH,infrastructure,INFRA_001724,SRC_004097,2026-08-20T00:00:00Z,0.16,EVD_108864,confirmed
REL_008865,actor,ACT_0022,ASSOCIATED_WITH,infrastructure,INFRA_002660,SRC_005609,2026-09-01T00:00:00Z,0.69,EVD_108865,confirmed
REL_008866,actor,ACT_0050,ASSOCIATED_WITH,infrastructure,INFRA_003598,SRC_004784,2026-08-17T22:38:20Z,0.21,EVD_108866,confirmed
REL_008867,actor,ACT_0040,ASSOCIATED_WITH,infrastructure,INFRA_005199,SRC_003293,2026-09-01T00:00:00Z,0.68,EVD_108867,confirmed
REL_008868,actor,ACT_0027,ASSOCIATED_WITH,infrastructure,INFRA_000847,SRC_000344,2025-07-12T19:31:51Z,0.13,EVD_108868,confirmed
REL_008869,actor,ACT_0005,ASSOCIATED_WITH,infrastructure,INFRA_001569,SRC_000319,2025-02-25T02:17:28Z,0.44,EVD_108869,confirmed
REL_008870,actor,ACT_0026,ASSOCIATED_WITH,infrastructure,INFRA_004829,SRC_001021,2024-09-19T21:47:44Z,0.43,EVD_108870,confirmed
REL_008871,actor,ACT_0004,ASSOCIATED_WITH,infrastructure,INFRA_003428,SRC_004478,2025-04-14T18:40:31Z,0.14,EVD_108871,confirmed
REL_008872,actor,ACT_0020,ASSOCIATED_WITH,infrastructure,INFRA_001747,SRC_003950,2026-08-31T00:00:00Z,0.56,EVD_108872,confirmed
REL_008873,actor,ACT_0036,ASSOCIATED_WITH,infrastructure,INFRA_000854,SRC_002535,2026-08-21T00:00:00Z,0.35,EVD_108873,confirmed
REL_008874,actor,ACT_0007,ASSOCIATED_WITH,infrastructure,INFRA_003770,SRC_005455,2026-08-22T00:00:00Z,0.36,EVD_108874,confirmed
REL_008875,actor,ACT_0041,ASSOCIATED_WITH,infrastructure,INFRA_003589,SRC_003330,2026-08-03T00:00:00Z,0.11,EVD_108875,confirmed
REL_008876,actor,ACT_0030,ASSOCIATED_WITH,infrastructure,INFRA_004462,SRC_005772,2026-08-10T00:00:00Z,0.33,EVD_108876,confirmed
REL_008877,actor,ACT_0002,ASSOCIATED_WITH,infrastructure,INFRA_005403,SRC_003823,2026-08-25T00:00:00Z,0.16,EVD_108877,confirmed
REL_008878,actor,ACT_0010,ASSOCIATED_WITH,infrastructure,INFRA_005545,SRC_002354,2026-08-25T00:00:00Z,0.24,EVD_108878,confirmed
REL_008879,actor,ACT_0031,ASSOCIATED_WITH,infrastructure,INFRA_005965,SRC_005250,2026-08-08T00:00:00Z,0.78,EVD_108879,confirmed
REL_008880,actor,ACT_0034,ASSOCIATED_WITH,infrastructure,INFRA_002187,SRC_002468,2026-08-18T00:00:00Z,0.65,EVD_108880,confirmed
REL_008881,actor,ACT_0058,ASSOCIATED_WITH,infrastructure,INFRA_002448,SRC_002737,2026-07-06T07:17:31Z,0.36,EVD_108881,confirmed
REL_008882,actor,ACT_0024,ASSOCIATED_WITH,infrastructure,INFRA_000828,SRC_000575,2026-04-19T21:36:22Z,0.55,EVD_108882,confirmed
REL_008883,actor,ACT_0035,ASSOCIATED_WITH,infrastructure,INFRA_000485,SRC_001498,2025-12-25T04:37:32Z,0.42,EVD_108883,confirmed
REL_008884,actor,ACT_0019,ASSOCIATED_WITH,infrastructure,INFRA_000924,SRC_001992,2026-08-07T00:00:00Z,0.3,EVD_108884,confirmed
REL_008885,actor,ACT_0026,ASSOCIATED_WITH,infrastructure,INFRA_005165,SRC_000526,2025-01-02T10:20:14Z,0.36,EVD_108885,confirmed
REL_008886,actor,ACT_0047,ASSOCIATED_WITH,infrastructure,INFRA_005780,SRC_002201,2026-08-13T00:00:00Z,0.13,EVD_108886,confirmed
REL_008887,actor,ACT_0040,ASSOCIATED_WITH,infrastructure,INFRA_005975,SRC_000043,2026-08-17T00:00:00Z,0.28,EVD_108887,confirmed
REL_008888,actor,ACT_0055,ASSOCIATED_WITH,infrastructure,INFRA_004565,SRC_002555,2026-08-24T00:00:00Z,0.38,EVD_108888,confirmed
REL_008889,actor,ACT_0013,ASSOCIATED_WITH,infrastructure,INFRA_005392,SRC_000703,2026-05-07T13:12:42Z,0.5,EVD_108889,confirmed
REL_008890,actor,ACT_0014,ASSOCIATED_WITH,infrastructure,INFRA_004974,SRC_002408,2024-05-16T22:04:42Z,0.37,EVD_108890,confirmed
REL_008891,actor,ACT_0048,ASSOCIATED_WITH,infrastructure,INFRA_000990,SRC_001518,2026-08-05T00:00:00Z,0.19,EVD_108891,confirmed
REL_008892,actor,ACT_0056,ASSOCIATED_WITH,infrastructure,INFRA_000473,SRC_005283,2026-08-28T00:00:00Z,0.3,EVD_108892,confirmed
REL_008893,actor,ACT_0014,ASSOCIATED_WITH,infrastructure,INFRA_005180,SRC_004845,2025-01-18T11:56:59Z,0.44,EVD_108893,confirmed
REL_008894,actor,ACT_0005,ASSOCIATED_WITH,infrastructure,INFRA_001250,SRC_005383,2025-09-28T17:09:54Z,0.31,EVD_108894,confirmed
REL_008895,actor,ACT_0046,ASSOCIATED_WITH,infrastructure,INFRA_000997,SRC_000801,2026-06-04T18:21:03Z,0.47,EVD_108895,confirmed
REL_008896,actor,ACT_0033,ASSOCIATED_WITH,infrastructure,INFRA_000805,SRC_002059,2026-08-26T00:00:00Z,0.51,EVD_108896,confirmed
REL_008897,actor,ACT_0051,ASSOCIATED_WITH,infrastructure,INFRA_002072,SRC_002439,2026-08-30T00:00:00Z,0.09,EVD_108897,confirmed
REL_008898,actor,ACT_0017,ASSOCIATED_WITH,infrastructure,INFRA_002523,SRC_000058,2025-01-14T10:13:36Z,0.32,EVD_108898,confirmed
REL_008899,actor,ACT_0043,ASSOCIATED_WITH,infrastructure,INFRA_002337,SRC_003443,2025-09-26T22:51:37Z,0.28,EVD_108899,confirmed
REL_008900,actor,ACT_0045,ASSOCIATED_WITH,infrastructure,INFRA_004081,SRC_003780,2026-04-14T01:12:14Z,0.33,EVD_108900,confirmed
REL_008901,actor,ACT_0031,ASSOCIATED_WITH,infrastructure,INFRA_001433,SRC_004303,2026-08-07T00:00:00Z,0.31,EVD_108901,confirmed
REL_008902,actor,ACT_0005,ASSOCIATED_WITH,infrastructure,INFRA_003747,SRC_002217,2024-08-06T18:40:31Z,0.34,EVD_108902,confirmed
REL_008903,actor,ACT_0023,ASSOCIATED_WITH,infrastructure,INFRA_003898,SRC_000836,2026-08-22T00:00:00Z,0.36,EVD_108903,confirmed
REL_008904,actor,ACT_0005,ASSOCIATED_WITH,infrastructure,INFRA_002873,SRC_004413,2025-03-03T22:51:37Z,0.37,EVD_108904,confirmed
REL_008905,actor,ACT_0021,ASSOCIATED_WITH,infrastructure,INFRA_003304,SRC_004797,2026-08-15T00:00:00Z,0.27,EVD_108905,confirmed
REL_008906,actor,ACT_0035,ASSOCIATED_WITH,infrastructure,INFRA_002850,SRC_004782,2025-12-20T22:51:37Z,0.31,EVD_108906,confirmed
REL_008907,actor,ACT_0037,ASSOCIATED_WITH,infrastructure,INFRA_005736,SRC_002239,2025-01-04T22:04:42Z,0.63,EVD_108907,confirmed
REL_008908,actor,ACT_0034,ASSOCIATED_WITH,infrastructure,INFRA_001187,SRC_001460,2026-08-30T00:00:00Z,0.2,EVD_108908,confirmed
REL_008909,actor,ACT_0040,ASSOCIATED_WITH,infrastructure,INFRA_002970,SRC_000400,2026-08-24T00:00:00Z,0.58,EVD_108909,confirmed
REL_008910,actor,ACT_0009,ASSOCIATED_WITH,infrastructure,INFRA_004326,SRC_003693,2026-08-27T22:38:20Z,0.64,EVD_108910,confirmed
REL_008911,actor,ACT_0026,ASSOCIATED_WITH,infrastructure,INFRA_004418,SRC_003162,2026-08-15T00:00:00Z,0.38,EVD_108911,confirmed
REL_008912,actor,ACT_0004,ASSOCIATED_WITH,infrastructure,INFRA_001770,SRC_004422,2026-08-13T00:00:00Z,0.11,EVD_108912,confirmed
REL_008913,actor,ACT_0035,ASSOCIATED_WITH,infrastructure,INFRA_001205,SRC_000764,2026-03-31T11:28:43Z,0.46,EVD_108913,confirmed
REL_008914,actor,ACT_0021,ASSOCIATED_WITH,infrastructure,INFRA_005266,SRC_004508,2026-02-14T12:12:24Z,0.28,EVD_108914,confirmed
REL_008915,actor,ACT_0002,ASSOCIATED_WITH,infrastructure,INFRA_005825,SRC_005570,2026-05-05T18:40:31Z,0.44,EVD_108915,confirmed
REL_008916,actor,ACT_0027,ASSOCIATED_WITH,infrastructure,INFRA_002540,SRC_004803,2026-05-11T14:13:34Z,0.79,EVD_108916,confirmed
REL_008917,actor,ACT_0021,ASSOCIATED_WITH,infrastructure,INFRA_005995,SRC_005850,2026-06-14T15:36:14Z,0.08,EVD_108917,confirmed
REL_008918,actor,ACT_0051,ASSOCIATED_WITH,infrastructure,INFRA_004985,SRC_002175,2026-08-13T00:00:00Z,0.18,EVD_108918,confirmed
REL_008919,actor,ACT_0029,ASSOCIATED_WITH,infrastructure,INFRA_000820,SRC_000985,2026-08-14T00:00:00Z,0.33,EVD_108919,confirmed
REL_008920,actor,ACT_0054,ASSOCIATED_WITH,infrastructure,INFRA_004920,SRC_001401,2025-04-22T22:04:42Z,0.06,EVD_108920,confirmed
REL_008921,actor,ACT_0027,ASSOCIATED_WITH,infrastructure,INFRA_001688,SRC_005637,2026-08-03T00:00:00Z,0.28,EVD_108921,confirmed
REL_008922,actor,ACT_0054,ASSOCIATED_WITH,infrastructure,INFRA_001790,SRC_000493,2026-08-28T00:00:00Z,0.5,EVD_108922,confirmed
REL_008923,actor,ACT_0056,ASSOCIATED_WITH,infrastructure,INFRA_003581,SRC_004723,2025-02-25T20:28:06Z,0.1,EVD_108923,confirmed
REL_008924,actor,ACT_0049,ASSOCIATED_WITH,infrastructure,INFRA_002778,SRC_004645,2026-08-07T00:00:00Z,0.65,EVD_108924,confirmed
REL_008925,actor,ACT_0048,ASSOCIATED_WITH,infrastructure,INFRA_004053,SRC_002703,2025-09-20T18:21:03Z,0.4,EVD_108925,confirmed
REL_008926,actor,ACT_0005,ASSOCIATED_WITH,infrastructure,INFRA_003891,SRC_000813,2026-06-30T19:31:51Z,0.25,EVD_108926,confirmed
REL_008927,actor,ACT_0052,ASSOCIATED_WITH,infrastructure,INFRA_003493,SRC_005493,2025-11-16T20:28:06Z,0.45,EVD_108927,confirmed
REL_008928,actor,ACT_0004,ASSOCIATED_WITH,infrastructure,INFRA_004535,SRC_003137,2026-08-27T00:00:00Z,0.05,EVD_108928,confirmed
REL_008929,actor,ACT_0044,ASSOCIATED_WITH,infrastructure,INFRA_000247,SRC_001991,2026-09-01T00:00:00Z,0.63,EVD_108929,confirmed
REL_008930,actor,ACT_0021,ASSOCIATED_WITH,infrastructure,INFRA_002526,SRC_004731,2025-09-21T10:59:17Z,0.36,EVD_108930,confirmed
REL_008931,actor,ACT_0019,ASSOCIATED_WITH,infrastructure,INFRA_005310,SRC_004765,2026-05-06T02:17:28Z,0.13,EVD_108931,confirmed
REL_008932,actor,ACT_0048,ASSOCIATED_WITH,infrastructure,INFRA_002303,SRC_000790,2025-10-31T18:08:11Z,0.56,EVD_108932,confirmed
REL_008933,actor,ACT_0049,ASSOCIATED_WITH,infrastructure,INFRA_003923,SRC_004700,2025-09-17T11:28:43Z,0.38,EVD_108933,confirmed
REL_008934,actor,ACT_0056,ASSOCIATED_WITH,infrastructure,INFRA_000932,SRC_003742,2026-01-01T04:37:32Z,0.13,EVD_108934,confirmed
REL_008935,actor,ACT_0010,ASSOCIATED_WITH,infrastructure,INFRA_000019,SRC_001227,2026-08-13T00:00:00Z,0.53,EVD_108935,confirmed
REL_008936,actor,ACT_0014,ASSOCIATED_WITH,infrastructure,INFRA_004045,SRC_003014,2026-05-01T19:31:51Z,0.05,EVD_108936,confirmed
REL_008937,actor,ACT_0011,ASSOCIATED_WITH,infrastructure,INFRA_001008,SRC_004462,2026-08-27T00:00:00Z,0.2,EVD_108937,confirmed
REL_008938,actor,ACT_0023,ASSOCIATED_WITH,infrastructure,INFRA_003815,SRC_000466,2026-08-06T00:00:00Z,0.64,EVD_108938,confirmed
REL_008939,actor,ACT_0046,ASSOCIATED_WITH,infrastructure,INFRA_003767,SRC_000599,2026-07-18T00:47:04Z,0.28,EVD_108939,confirmed
REL_008940,actor,ACT_0053,ASSOCIATED_WITH,infrastructure,INFRA_002762,SRC_002091,2026-08-29T00:00:00Z,0.47,EVD_108940,confirmed
REL_008941,actor,ACT_0034,ASSOCIATED_WITH,infrastructure,INFRA_001133,SRC_003877,2026-08-17T00:00:00Z,0.63,EVD_108941,confirmed
REL_008942,actor,ACT_0042,ASSOCIATED_WITH,infrastructure,INFRA_003326,SRC_005509,2025-09-13T22:51:37Z,0.15,EVD_108942,confirmed
REL_008943,actor,ACT_0055,ASSOCIATED_WITH,infrastructure,INFRA_003436,SRC_005729,2025-01-20T20:28:06Z,0.23,EVD_108943,confirmed
REL_008944,actor,ACT_0059,ASSOCIATED_WITH,infrastructure,INFRA_005804,SRC_002948,2024-11-23T08:56:39Z,0.56,EVD_108944,confirmed
REL_008945,actor,ACT_0047,ASSOCIATED_WITH,infrastructure,INFRA_004895,SRC_005620,2026-02-24T21:22:52Z,0.62,EVD_108945,confirmed
REL_008946,actor,ACT_0054,ASSOCIATED_WITH,infrastructure,INFRA_005091,SRC_000902,2025-07-07T10:20:14Z,0.08,EVD_108946,confirmed
REL_008947,actor,ACT_0054,ASSOCIATED_WITH,infrastructure,INFRA_005359,SRC_002012,2026-06-11T13:33:59Z,0.29,EVD_108947,confirmed
REL_008948,actor,ACT_0028,ASSOCIATED_WITH,infrastructure,INFRA_004592,SRC_003177,2026-08-08T00:00:00Z,0.46,EVD_108948,confirmed
REL_008949,actor,ACT_0013,ASSOCIATED_WITH,infrastructure,INFRA_002296,SRC_005638,2026-08-18T00:00:00Z,0.34,EVD_108949,confirmed
REL_008950,actor,ACT_0023,ASSOCIATED_WITH,infrastructure,INFRA_002320,SRC_005146,2026-08-19T00:00:00Z,0.32,EVD_108950,confirmed
REL_008951,actor,ACT_0044,ASSOCIATED_WITH,infrastructure,INFRA_005566,SRC_005535,2026-08-13T00:00:00Z,0.63,EVD_108951,confirmed
REL_008952,actor,ACT_0044,ASSOCIATED_WITH,infrastructure,INFRA_004758,SRC_005203,2025-09-03T10:37:19Z,0.09,EVD_108952,confirmed
REL_008953,actor,ACT_0021,ASSOCIATED_WITH,infrastructure,INFRA_003818,SRC_005411,2025-02-06T01:12:14Z,0.21,EVD_108953,confirmed
REL_008954,actor,ACT_0036,ASSOCIATED_WITH,infrastructure,INFRA_004084,SRC_005640,2026-08-19T00:00:00Z,0.16,EVD_108954,confirmed
REL_008955,actor,ACT_0010,ASSOCIATED_WITH,infrastructure,INFRA_006127,SRC_002634,2025-12-04T19:36:25Z,0.57,EVD_108955,confirmed
REL_008956,actor,ACT_0010,ASSOCIATED_WITH,infrastructure,INFRA_005934,SRC_002695,2026-04-27T20:28:06Z,0.69,EVD_108956,confirmed
REL_008957,actor,ACT_0033,ASSOCIATED_WITH,infrastructure,INFRA_005201,SRC_000748,2026-08-29T00:00:00Z,0.8,EVD_108957,confirmed
REL_008958,actor,ACT_0024,ASSOCIATED_WITH,infrastructure,INFRA_003697,SRC_000397,2026-08-15T00:00:00Z,0.19,EVD_108958,confirmed
REL_008959,actor,ACT_0058,ASSOCIATED_WITH,infrastructure,INFRA_000012,SRC_004168,2026-04-19T18:43:51Z,0.37,EVD_108959,confirmed
REL_008960,actor,ACT_0034,ASSOCIATED_WITH,infrastructure,INFRA_003625,SRC_000824,2026-06-29T18:40:31Z,0.61,EVD_108960,confirmed
REL_008961,actor,ACT_0024,ASSOCIATED_WITH,infrastructure,INFRA_000379,SRC_003877,2025-05-23T10:20:14Z,0.27,EVD_108961,confirmed
REL_008962,actor,ACT_0029,ASSOCIATED_WITH,infrastructure,INFRA_005114,SRC_005465,2026-08-14T00:00:00Z,0.23,EVD_108962,confirmed
REL_008963,actor,ACT_0028,ASSOCIATED_WITH,infrastructure,INFRA_004962,SRC_005221,2026-07-02T01:12:14Z,0.71,EVD_108963,confirmed
REL_008964,actor,ACT_0039,ASSOCIATED_WITH,infrastructure,INFRA_002904,SRC_002724,2025-05-23T08:56:39Z,0.46,EVD_108964,confirmed
REL_008965,actor,ACT_0028,ASSOCIATED_WITH,infrastructure,INFRA_001067,SRC_001413,2026-03-25T02:17:28Z,0.59,EVD_108965,confirmed
REL_008966,actor,ACT_0032,ASSOCIATED_WITH,infrastructure,INFRA_003426,SRC_000110,2025-12-21T12:12:24Z,0.14,EVD_108966,confirmed
REL_008967,actor,ACT_0021,ASSOCIATED_WITH,infrastructure,INFRA_001230,SRC_004595,2026-08-07T00:00:00Z,0.51,EVD_108967,confirmed
REL_008968,actor,ACT_0058,ASSOCIATED_WITH,infrastructure,INFRA_003542,SRC_004387,2025-08-18T18:00:37Z,0.38,EVD_108968,confirmed
REL_008969,actor,ACT_0035,ASSOCIATED_WITH,infrastructure,INFRA_000044,SRC_004897,2026-05-08T11:28:43Z,0.48,EVD_108969,confirmed
REL_008970,actor,ACT_0042,ASSOCIATED_WITH,infrastructure,INFRA_005954,SRC_002357,2025-07-20T13:12:42Z,0.33,EVD_108970,confirmed
REL_008971,actor,ACT_0030,ASSOCIATED_WITH,infrastructure,INFRA_005006,SRC_003669,2026-09-01T00:00:00Z,0.3,EVD_108971,confirmed
REL_008972,actor,ACT_0004,ASSOCIATED_WITH,infrastructure,INFRA_000010,SRC_002419,2025-12-10T15:47:40Z,0.19,EVD_108972,confirmed
REL_008973,actor,ACT_0060,ASSOCIATED_WITH,infrastructure,INFRA_003498,SRC_000213,2026-08-22T00:00:00Z,0.05,EVD_108973,confirmed
REL_008974,actor,ACT_0048,ASSOCIATED_WITH,infrastructure,INFRA_003257,SRC_001489,2026-08-18T00:00:00Z,0.28,EVD_108974,confirmed
REL_008975,actor,ACT_0030,ASSOCIATED_WITH,infrastructure,INFRA_003862,SRC_002065,2026-08-27T00:00:00Z,0.46,EVD_108975,confirmed
REL_008976,actor,ACT_0043,ASSOCIATED_WITH,infrastructure,INFRA_000216,SRC_001898,2026-08-14T00:00:00Z,0.68,EVD_108976,confirmed
REL_008977,actor,ACT_0013,ASSOCIATED_WITH,infrastructure,INFRA_002637,SRC_001276,2026-03-03T15:36:14Z,0.19,EVD_108977,confirmed
REL_008978,actor,ACT_0002,ASSOCIATED_WITH,infrastructure,INFRA_002522,SRC_002563,2026-08-14T00:00:00Z,0.16,EVD_108978,confirmed
REL_008979,actor,ACT_0033,ASSOCIATED_WITH,infrastructure,INFRA_002254,SRC_003026,2025-12-01T10:20:14Z,0.19,EVD_108979,confirmed
REL_008980,actor,ACT_0013,ASSOCIATED_WITH,infrastructure,INFRA_001665,SRC_000610,2024-05-16T08:56:39Z,0.5,EVD_108980,confirmed
REL_008981,actor,ACT_0020,ASSOCIATED_WITH,infrastructure,INFRA_005179,SRC_002453,2026-08-25T00:00:00Z,0.16,EVD_108981,confirmed
REL_008982,actor,ACT_0008,ASSOCIATED_WITH,infrastructure,INFRA_003768,SRC_001634,2026-08-06T00:00:00Z,0.84,EVD_108982,confirmed
REL_008983,actor,ACT_0009,ASSOCIATED_WITH,infrastructure,INFRA_004008,SRC_003954,2025-11-13T11:28:43Z,0.2,EVD_108983,confirmed
REL_008984,actor,ACT_0040,ASSOCIATED_WITH,infrastructure,INFRA_004421,SRC_002764,2026-08-28T00:00:00Z,0.33,EVD_108984,confirmed
REL_008985,actor,ACT_0014,ASSOCIATED_WITH,infrastructure,INFRA_003129,SRC_003105,2026-08-09T00:00:00Z,0.47,EVD_108985,confirmed
REL_008986,actor,ACT_0022,ASSOCIATED_WITH,infrastructure,INFRA_001794,SRC_000134,2026-08-10T12:53:27Z,0.28,EVD_108986,confirmed
REL_008987,actor,ACT_0025,ASSOCIATED_WITH,infrastructure,INFRA_000495,SRC_002102,2026-03-18T02:17:28Z,0.53,EVD_108987,confirmed
REL_008988,actor,ACT_0046,ASSOCIATED_WITH,infrastructure,INFRA_005727,SRC_001460,2026-05-24T07:17:31Z,0.32,EVD_108988,confirmed
REL_008989,actor,ACT_0057,ASSOCIATED_WITH,infrastructure,INFRA_003228,SRC_005356,2026-05-25T10:37:19Z,0.32,EVD_108989,confirmed
REL_008990,actor,ACT_0023,ASSOCIATED_WITH,infrastructure,INFRA_002789,SRC_004814,2026-01-22T17:55:46Z,0.71,EVD_108990,confirmed
